Film,Name,Category,Year_Film,Year_Ceremony,Critic_Score,Audience_Score,Winner
"I, Tonya",Allison Janney,ACTRESS IN A SUPPORTING ROLE,2017,2018,0.9,0.88,True
Phantom Thread,Lesley Manville,ACTRESS IN A SUPPORTING ROLE,2017,2018,0.91,0.7,False
Lady Bird,Laurie Metcalf,ACTRESS IN A SUPPORTING ROLE,2017,2018,0.99,0.79,False
The Boss Baby,Tom McGrath and Ramsey Naito,ANIMATED FEATURE FILM,2017,2018,0.53,0.51,False
The Boss Baby,Tom McGrath and Ramsey Naito,ANIMATED FEATURE FILM,2017,2018,0.53,0.51,False
Ferdinand,Carlos Saldanha and Lori Forte,ANIMATED FEATURE FILM,2017,2018,0.71,0.52,False
Blade Runner 2049,Roger A. Deakins,CINEMATOGRAPHY,2017,2018,0.88,0.88,True
Dunkirk,Hoyte van Hoytema,CINEMATOGRAPHY,2017,2018,0.6,0.73,False
Beauty and the Beast,Jacqueline Durran,COSTUME DESIGN,2017,2018,0.93,0.92,False
Phantom Thread,Mark Bridges,COSTUME DESIGN,2017,2018,0.91,0.7,True
Dunkirk,Christopher Nolan,DIRECTING,2017,2018,0.6,0.73,False
Get Out,Jordan Peele,DIRECTING,2017,2018,0.98,0.86,False
Lady Bird,Greta Gerwig,DIRECTING,2017,2018,0.99,0.79,False
Phantom Thread,Paul Thomas Anderson,DIRECTING,2017,2018,0.91,0.7,False
Baby Driver,Paul Machliss and Jonathan Amos,FILM EDITING,2017,2018,0.92,0.86,False
Dunkirk,Lee Smith,FILM EDITING,2017,2018,0.6,0.73,True
"I, Tonya",Tatiana S. Riegel,FILM EDITING,2017,2018,0.9,0.88,False
A Fantastic Woman,Chile,FOREIGN LANGUAGE FILM,2017,2018,0.94,0.76,True
Wonder,Arjen Tuiten,MAKEUP AND HAIRSTYLING,2017,2018,0.86,0.88,False
Wonder,Arjen Tuiten,MAKEUP AND HAIRSTYLING,2017,2018,0.86,0.88,False
Dunkirk,Hans Zimmer,MUSIC (Original Score),2017,2018,0.6,0.73,False
Phantom Thread,Jonny Greenwood,MUSIC (Original Score),2017,2018,0.91,0.7,False
Star Wars: The Last Jedi,John Williams,MUSIC (Original Score),2017,2018,0.91,0.41,False
Star Wars: The Last Jedi,John Williams,MUSIC (Original Score),2017,2018,0.91,0.41,False
Call Me by Your Name,Music and Lyric by Sufjan Stevens,MUSIC (Original Song),2017,2018,0.94,0.86,False
Marshall,Music by Diane Warren; Lyric by Lonnie R. Lynn and Diane Warren,MUSIC (Original Song),2017,2018,0.8,0.84,False
The Greatest Showman,Music and Lyric by Benj Pasek and Justin Paul,MUSIC (Original Song),2017,2018,0.57,0.86,False
Call Me by Your Name,"Peter Spears, Luca Guadagnino, Emilie Georges and Marco Morabito, Producers",BEST PICTURE,2017,2018,0.94,0.86,False
Dunkirk,"Emma Thomas and Christopher Nolan, Producers",BEST PICTURE,2017,2018,0.6,0.73,False
Get Out,"Sean McKittrick, Jason Blum, Edward H. Hamm Jr. and Jordan Peele, Producers",BEST PICTURE,2017,2018,0.98,0.86,False
Lady Bird,"Scott Rudin, Eli Bush and Evelyn O'Neill, Producers",BEST PICTURE,2017,2018,0.99,0.79,False
Phantom Thread,"JoAnne Sellar, Paul Thomas Anderson, Megan Ellison and Daniel Lupi, Producers",BEST PICTURE,2017,2018,0.91,0.7,False
The Post,"Amy Pascal, Steven Spielberg and Kristie Macosko Krieger, Producers",BEST PICTURE,2017,2018,0.88,0.74,False
Beauty and the Beast,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,PRODUCTION DESIGN,2017,2018,0.93,0.92,False
Blade Runner 2049,Production Design: Dennis Gassner; Set Decoration: Alessandra Querzola,PRODUCTION DESIGN,2017,2018,0.88,0.88,False
Dunkirk,Production Design: Nathan Crowley; Set Decoration: Gary Fettis,PRODUCTION DESIGN,2017,2018,0.6,0.73,False
Garden Party,Victor Caire and Gabriel Grapperon,SHORT FILM (Animated),2017,2018,0.15,0.25,False
Baby Driver,Julian Slater,SOUND EDITING,2017,2018,0.92,0.86,False
Blade Runner 2049,Mark Mangini and Theo Green,SOUND EDITING,2017,2018,0.88,0.88,False
Dunkirk,Richard King and Alex Gibson,SOUND EDITING,2017,2018,0.6,0.73,True
Star Wars: The Last Jedi,Matthew Wood and Ren Klyce,SOUND EDITING,2017,2018,0.91,0.41,False
Star Wars: The Last Jedi,Matthew Wood and Ren Klyce,SOUND EDITING,2017,2018,0.91,0.41,False
Baby Driver,"Julian Slater, Tim Cavagin and Mary H. Ellis",SOUND MIXING,2017,2018,0.92,0.86,False
Blade Runner 2049,"Ron Bartlett, Doug Hemphill and Mac Ruth",SOUND MIXING,2017,2018,0.88,0.88,False
Dunkirk,"Gregg Landaker, Gary A. Rizzo and Mark Weingarten",SOUND MIXING,2017,2018,0.6,0.73,True
Star Wars: The Last Jedi,"David Parker, Michael Semanick, Ren Klyce and Stuart Wilson",SOUND MIXING,2017,2018,0.91,0.41,False
Star Wars: The Last Jedi,"David Parker, Michael Semanick, Ren Klyce and Stuart Wilson",SOUND MIXING,2017,2018,0.91,0.41,False
Blade Runner 2049,"John Nelson, Gerd Nefzer, Paul Lambert and Richard R. Hoover",VISUAL EFFECTS,2017,2018,0.88,0.88,True
Guardians of the Galaxy Vol. 2,"Christopher Townsend, Guy Williams, Jonathan Fawkner and Dan Sudick",VISUAL EFFECTS,2017,2018,0.85,0.87,False
Guardians of the Galaxy Vol. 2,"Christopher Townsend, Guy Williams, Jonathan Fawkner and Dan Sudick",VISUAL EFFECTS,2017,2018,0.85,0.87,False
Kong: Skull Island,"Stephen Rosenbaum, Jeff White, Scott Benza and Mike Meinardus",VISUAL EFFECTS,2017,2018,0.75,0.7,False
Star Wars: The Last Jedi,"Ben Morris, Mike Mulholland, Neal Scanlan and Chris Corbould",VISUAL EFFECTS,2017,2018,0.91,0.41,False
Star Wars: The Last Jedi,"Ben Morris, Mike Mulholland, Neal Scanlan and Chris Corbould",VISUAL EFFECTS,2017,2018,0.91,0.41,False
War for the Planet of the Apes,"Joe Letteri, Daniel Barrett, Dan Lemmon and Joel Whist",VISUAL EFFECTS,2017,2018,0.94,0.84,False
Call Me by Your Name,Screenplay by James Ivory,WRITING (Adapted Screenplay),2017,2018,0.94,0.86,True
The Disaster Artist,Screenplay by Scott Neustadter & Michael H. Weber,WRITING (Adapted Screenplay),2017,2018,0.91,0.85,False
Molly's Game,Written for the screen by Aaron Sorkin,WRITING (Adapted Screenplay),2017,2018,0.81,0.84,False
The Big Sick,Written by Emily V. Gordon & Kumail Nanjiani,WRITING (Original Screenplay),2017,2018,0.98,0.88,False
Get Out,Written by Jordan Peele,WRITING (Original Screenplay),2017,2018,0.98,0.86,True
Lady Bird,Written by Greta Gerwig,WRITING (Original Screenplay),2017,2018,0.99,0.79,False
A Star Is Born,Bradley Cooper,ACTOR IN A LEADING ROLE,2018,2019,0.9,0.8,False
A Star Is Born,Bradley Cooper,ACTOR IN A LEADING ROLE,2018,2019,0.9,0.8,False
A Star Is Born,Bradley Cooper,ACTOR IN A LEADING ROLE,2018,2019,0.9,0.8,False
Bohemian Rhapsody,Rami Malek,ACTOR IN A LEADING ROLE,2018,2019,0.6,0.85,True
Bohemian Rhapsody,Rami Malek,ACTOR IN A LEADING ROLE,2018,2019,0.6,0.85,True
Green Book,Viggo Mortensen,ACTOR IN A LEADING ROLE,2018,2019,0.77,0.91,False
Green Book,Mahershala Ali,ACTOR IN A SUPPORTING ROLE,2018,2019,0.77,0.91,True
BlacKkKlansman,Adam Driver,ACTOR IN A SUPPORTING ROLE,2018,2019,0.96,0.83,False
A Star Is Born,Sam Elliott,ACTOR IN A SUPPORTING ROLE,2018,2019,0.9,0.8,False
A Star Is Born,Sam Elliott,ACTOR IN A SUPPORTING ROLE,2018,2019,0.9,0.8,False
A Star Is Born,Sam Elliott,ACTOR IN A SUPPORTING ROLE,2018,2019,0.9,0.8,False
Can You Ever Forgive Me?,Richard E. Grant,ACTOR IN A SUPPORTING ROLE,2018,2019,0.98,0.81,False
Roma,Yalitza Aparicio,ACTRESS IN A LEADING ROLE,2018,2019,0.96,0.72,False
The Favourite,Olivia Colman,ACTRESS IN A LEADING ROLE,2018,2019,0.93,0.7,True
A Star Is Born,Lady Gaga,ACTRESS IN A LEADING ROLE,2018,2019,0.9,0.8,False
A Star Is Born,Lady Gaga,ACTRESS IN A LEADING ROLE,2018,2019,0.9,0.8,False
A Star Is Born,Lady Gaga,ACTRESS IN A LEADING ROLE,2018,2019,0.9,0.8,False
Can You Ever Forgive Me?,Melissa McCarthy,ACTRESS IN A LEADING ROLE,2018,2019,0.98,0.81,False
Roma,Marina de Tavira,ACTRESS IN A SUPPORTING ROLE,2018,2019,0.96,0.72,False
If Beale Street Could Talk,Regina King,ACTRESS IN A SUPPORTING ROLE,2018,2019,0.95,0.68,True
The Favourite,Emma Stone,ACTRESS IN A SUPPORTING ROLE,2018,2019,0.93,0.7,False
The Favourite,Rachel Weisz,ACTRESS IN A SUPPORTING ROLE,2018,2019,0.93,0.7,False
Incredibles 2,"Brad Bird, John Walker and Nicole Paradis Grindle",ANIMATED FEATURE FILM,2018,2019,0.93,0.84,False
Incredibles 2,"Brad Bird, John Walker and Nicole Paradis Grindle",ANIMATED FEATURE FILM,2018,2019,0.93,0.84,False
Ralph Breaks the Internet,"Rich Moore, Phil Johnston and Clark Spencer",ANIMATED FEATURE FILM,2018,2019,0.88,0.64,False
The Favourite,Robbie Ryan,CINEMATOGRAPHY,2018,2019,0.93,0.7,False
Roma,Alfonso Cuarón,CINEMATOGRAPHY,2018,2019,0.96,0.72,True
A Star Is Born,Matthew Libatique,CINEMATOGRAPHY,2018,2019,0.9,0.8,False
A Star Is Born,Matthew Libatique,CINEMATOGRAPHY,2018,2019,0.9,0.8,False
A Star Is Born,Matthew Libatique,CINEMATOGRAPHY,2018,2019,0.9,0.8,False
The Ballad of Buster Scruggs,Mary Zophres,COSTUME DESIGN,2018,2019,0.89,0.78,False
The Favourite,Sandy Powell,COSTUME DESIGN,2018,2019,0.93,0.7,False
Mary Poppins Returns,Sandy Powell,COSTUME DESIGN,2018,2019,0.79,0.64,False
Mary Queen of Scots,Alexandra Byrne,COSTUME DESIGN,2018,2019,0.62,0.41,False
Mary Queen of Scots,Alexandra Byrne,COSTUME DESIGN,2018,2019,0.62,0.41,False
BlacKkKlansman,Spike Lee,DIRECTING,2018,2019,0.96,0.83,False
The Favourite,Yorgos Lanthimos,DIRECTING,2018,2019,0.93,0.7,False
Roma,Alfonso Cuarón,DIRECTING,2018,2019,0.96,0.72,True
Black Sheep,Ed Perkins and Jonathan Chinn,DOCUMENTARY (Short Subject),2018,2019,0.71,0.53,False
Black Sheep,Ed Perkins and Jonathan Chinn,DOCUMENTARY (Short Subject),2018,2019,0.71,0.53,False
BlacKkKlansman,Barry Alexander Brown,FILM EDITING,2018,2019,0.96,0.83,False
Bohemian Rhapsody,John Ottman,FILM EDITING,2018,2019,0.6,0.85,True
Bohemian Rhapsody,John Ottman,FILM EDITING,2018,2019,0.6,0.85,True
The Favourite,Yorgos Mavropsaridis,FILM EDITING,2018,2019,0.93,0.7,False
Green Book,Patrick J. Don Vito,FILM EDITING,2018,2019,0.77,0.91,False
Roma,Mexico,FOREIGN LANGUAGE FILM,2018,2019,0.96,0.72,True
Mary Queen of Scots,"Jenny Shircore, Marc Pilcher and Jessica Brooks",MAKEUP AND HAIRSTYLING,2018,2019,0.62,0.41,False
Mary Queen of Scots,"Jenny Shircore, Marc Pilcher and Jessica Brooks",MAKEUP AND HAIRSTYLING,2018,2019,0.62,0.41,False
BlacKkKlansman,Terence Blanchard,MUSIC (Original Score),2018,2019,0.96,0.83,False
If Beale Street Could Talk,Nicholas Britell,MUSIC (Original Score),2018,2019,0.95,0.68,False
Mary Poppins Returns,Marc Shaiman,MUSIC (Original Score),2018,2019,0.79,0.64,False
Mary Poppins Returns,Music by Marc Shaiman; Lyric by Scott Wittman and Marc Shaiman,MUSIC (Original Song),2018,2019,0.79,0.64,False
A Star Is Born,"Music and Lyric by Lady Gaga, Mark Ronson, Anthony Rossomando and Andrew Wyatt",MUSIC (Original Song),2018,2019,0.9,0.8,True
A Star Is Born,"Music and Lyric by Lady Gaga, Mark Ronson, Anthony Rossomando and Andrew Wyatt",MUSIC (Original Song),2018,2019,0.9,0.8,True
A Star Is Born,"Music and Lyric by Lady Gaga, Mark Ronson, Anthony Rossomando and Andrew Wyatt",MUSIC (Original Song),2018,2019,0.9,0.8,True
The Ballad of Buster Scruggs,Music and Lyric by Gillian Welch and David Rawlings,MUSIC (Original Song),2018,2019,0.89,0.78,False
BlacKkKlansman,"Sean McKittrick, Jason Blum, Raymond Mansfield, Jordan Peele and Spike Lee, Producers",BEST PICTURE,2018,2019,0.96,0.83,False
Bohemian Rhapsody,"Graham King, Producer",BEST PICTURE,2018,2019,0.6,0.85,False
Bohemian Rhapsody,"Graham King, Producer",BEST PICTURE,2018,2019,0.6,0.85,False
The Favourite,"Ceci Dempsey, Ed Guiney, Lee Magiday and Yorgos Lanthimos, Producers",BEST PICTURE,2018,2019,0.93,0.7,False
Green Book,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers",BEST PICTURE,2018,2019,0.77,0.91,True
Roma,"Gabriela Rodríguez and Alfonso Cuarón, Producers",BEST PICTURE,2018,2019,0.96,0.72,False
A Star Is Born,"Bill Gerber, Bradley Cooper and Lynette Howell Taylor, Producers",BEST PICTURE,2018,2019,0.9,0.8,False
A Star Is Born,"Bill Gerber, Bradley Cooper and Lynette Howell Taylor, Producers",BEST PICTURE,2018,2019,0.9,0.8,False
A Star Is Born,"Bill Gerber, Bradley Cooper and Lynette Howell Taylor, Producers",BEST PICTURE,2018,2019,0.9,0.8,False
The Favourite,Production Design: Fiona Crombie; Set Decoration: Alice Felton,PRODUCTION DESIGN,2018,2019,0.93,0.7,False
First Man,Production Design: Nathan Crowley; Set Decoration: Kathy Lucas,PRODUCTION DESIGN,2018,2019,0.87,0.68,False
Mary Poppins Returns,Production Design: John Myhre; Set Decoration: Gordon Sim,PRODUCTION DESIGN,2018,2019,0.79,0.64,False
Roma,Production Design: Eugenio Caballero; Set Decoration: Bárbara Enríquez,PRODUCTION DESIGN,2018,2019,0.96,0.72,False
Skin,Guy Nattiv and Jaime Ray Newman,SHORT FILM (Live Action),2018,2019,0.77,0.82,True
Skin,Guy Nattiv and Jaime Ray Newman,SHORT FILM (Live Action),2018,2019,0.77,0.82,True
Bohemian Rhapsody,John Warhurst and Nina Hartstone,SOUND EDITING,2018,2019,0.6,0.85,True
Bohemian Rhapsody,John Warhurst and Nina Hartstone,SOUND EDITING,2018,2019,0.6,0.85,True
First Man,Ai-Ling Lee and Mildred Iatrou Morgan,SOUND EDITING,2018,2019,0.87,0.68,False
A Quiet Place,Ethan Van der Ryn and Erik Aadahl,SOUND EDITING,2018,2019,0.96,0.83,False
Roma,Sergio Díaz and Skip Lievsay,SOUND EDITING,2018,2019,0.96,0.72,False
Bohemian Rhapsody,"Paul Massey, Tim Cavagin and John Casali",SOUND MIXING,2018,2019,0.6,0.85,True
Bohemian Rhapsody,"Paul Massey, Tim Cavagin and John Casali",SOUND MIXING,2018,2019,0.6,0.85,True
First Man,"Jon Taylor, Frank A. Montaño, Ai-Ling Lee and Mary H. Ellis",SOUND MIXING,2018,2019,0.87,0.68,False
Roma,"Skip Lievsay, Craig Henighan and José Antonio García",SOUND MIXING,2018,2019,0.96,0.72,False
A Star Is Born,"Tom Ozanich, Dean Zupancic, Jason Ruder and Steve Morrow",SOUND MIXING,2018,2019,0.9,0.8,False
A Star Is Born,"Tom Ozanich, Dean Zupancic, Jason Ruder and Steve Morrow",SOUND MIXING,2018,2019,0.9,0.8,False
A Star Is Born,"Tom Ozanich, Dean Zupancic, Jason Ruder and Steve Morrow",SOUND MIXING,2018,2019,0.9,0.8,False
Avengers: Infinity War,"Dan DeLeeuw, Kelly Port, Russell Earl and Dan Sudick",VISUAL EFFECTS,2018,2019,0.85,0.92,False
Avengers: Infinity War,"Dan DeLeeuw, Kelly Port, Russell Earl and Dan Sudick",VISUAL EFFECTS,2018,2019,0.85,0.92,False
Christopher Robin,"Christopher Lawrence, Michael Eames, Theo Jones and Chris Corbould",VISUAL EFFECTS,2018,2019,0.72,0.83,False
First Man,"Paul Lambert, Ian Hunter, Tristan Myles and J.D. Schwalm",VISUAL EFFECTS,2018,2019,0.87,0.68,True
Ready Player One,"Roger Guyett, Grady Cofer, Matthew E. Butler and David Shirk",VISUAL EFFECTS,2018,2019,0.72,0.77,False
Solo: A Star Wars Story,"Rob Bredow, Patrick Tubach, Neal Scanlan and Dominic Tuohy",VISUAL EFFECTS,2018,2019,0.69,0.63,False
The Ballad of Buster Scruggs,Written by Joel Coen & Ethan Coen,WRITING (Adapted Screenplay),2018,2019,0.89,0.78,False
BlacKkKlansman,Written by Charlie Wachtel & David Rabinowitz and Kevin Willmott & Spike Lee,WRITING (Adapted Screenplay),2018,2019,0.96,0.83,True
Can You Ever Forgive Me?,Screenplay by Nicole Holofcener and Jeff Whitty,WRITING (Adapted Screenplay),2018,2019,0.98,0.81,False
If Beale Street Could Talk,Written for the screen by Barry Jenkins,WRITING (Adapted Screenplay),2018,2019,0.95,0.68,False
A Star Is Born,Screenplay by Eric Roth and Bradley Cooper & Will Fetters,WRITING (Adapted Screenplay),2018,2019,0.9,0.8,False
A Star Is Born,Screenplay by Eric Roth and Bradley Cooper & Will Fetters,WRITING (Adapted Screenplay),2018,2019,0.9,0.8,False
A Star Is Born,Screenplay by Eric Roth and Bradley Cooper & Will Fetters,WRITING (Adapted Screenplay),2018,2019,0.9,0.8,False
The Favourite,Written by Deborah Davis and Tony McNamara,WRITING (Original Screenplay),2018,2019,0.93,0.7,False
First Reformed,Written by Paul Schrader,WRITING (Original Screenplay),2018,2019,0.94,0.69,False
Green Book,"Written by Nick Vallelonga, Brian Currie, Peter Farrelly",WRITING (Original Screenplay),2018,2019,0.77,0.91,True
Roma,Written by Alfonso Cuarón,WRITING (Original Screenplay),2018,2019,0.96,0.72,False
The Two Popes,Jonathan Pryce,ACTOR IN A LEADING ROLE,2019,2020,0.89,0.88,False
A Beautiful Day in the Neighborhood,Tom Hanks,ACTOR IN A SUPPORTING ROLE,2019,2020,0.95,0.92,False
The Two Popes,Anthony Hopkins,ACTOR IN A SUPPORTING ROLE,2019,2020,0.89,0.88,False
The Irishman,Al Pacino,ACTOR IN A SUPPORTING ROLE,2019,2020,0.95,0.86,False
The Irishman,Joe Pesci,ACTOR IN A SUPPORTING ROLE,2019,2020,0.95,0.86,False
Harriet,Cynthia Erivo,ACTRESS IN A LEADING ROLE,2019,2020,0.74,0.97,False
Richard Jewell,Kathy Bates,ACTRESS IN A SUPPORTING ROLE,2019,2020,0.77,0.96,False
Jojo Rabbit,Scarlett Johansson,ACTRESS IN A SUPPORTING ROLE,2019,2020,0.8,0.94,False
How to Train Your Dragon: The Hidden World,"Dean DeBlois, Bradford Lewis and Bonnie Arnold",ANIMATED FEATURE FILM,2019,2020,0.9,0.87,False
Klaus,"Sergio Pablos, Jinko Gotoh and Marisa Román",ANIMATED FEATURE FILM,2019,2020,0.95,0.96,False
Toy Story 4,"Josh Cooley, Mark Nielsen and Jonas Rivera",ANIMATED FEATURE FILM,2019,2020,0.97,0.94,True
Toy Story 4,"Josh Cooley, Mark Nielsen and Jonas Rivera",ANIMATED FEATURE FILM,2019,2020,0.97,0.94,True
The Irishman,Rodrigo Prieto,CINEMATOGRAPHY,2019,2020,0.95,0.86,False
The Irishman,Sandy Powell and Christopher Peterson,COSTUME DESIGN,2019,2020,0.95,0.86,False
Jojo Rabbit,Mayes C. Rubeo,COSTUME DESIGN,2019,2020,0.8,0.94,False
The Irishman,Martin Scorsese,DIRECTING,2019,2020,0.95,0.86,False
The Cave,"Feras Fayyad, Kirstine Barfod and Sigrid Dyekjær",DOCUMENTARY (Feature),2019,2020,0.12,0.28,False
Ford v Ferrari,Michael McCusker and Andrew Buckland,FILM EDITING,2019,2020,0.92,0.98,True
The Irishman,Thelma Schoonmaker,FILM EDITING,2019,2020,0.95,0.86,False
Jojo Rabbit,Tom Eagles,FILM EDITING,2019,2020,0.8,0.94,False
Maleficent: Mistress of Evil,"Paul Gooch, Arjen Tuiten and David White",MAKEUP AND HAIRSTYLING,2019,2020,0.39,0.95,False
Star Wars: The Rise of Skywalker,John Williams,MUSIC (Original Score),2019,2020,0.51,0.86,False
Star Wars: The Rise of Skywalker,John Williams,MUSIC (Original Score),2019,2020,0.51,0.86,False
Toy Story 4,Music and Lyric by Randy Newman,MUSIC (Original Song),2019,2020,0.97,0.94,False
Toy Story 4,Music and Lyric by Randy Newman,MUSIC (Original Song),2019,2020,0.97,0.94,False
Frozen II,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,MUSIC (Original Song),2019,2020,0.77,0.92,False
Frozen II,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,MUSIC (Original Song),2019,2020,0.77,0.92,False
Harriet,Music and Lyric by Joshuah Brian Campbell and Cynthia Erivo,MUSIC (Original Song),2019,2020,0.74,0.97,False
Ford v Ferrari,"Peter Chernin, Jenno Topping and James Mangold, Producers",BEST PICTURE,2019,2020,0.92,0.98,False
The Irishman,"Martin Scorsese, Robert De Niro, Jane Rosenthal and Emma Tillinger Koskoff, Producers",BEST PICTURE,2019,2020,0.95,0.86,False
Jojo Rabbit,"Carthew Neal, Taika Waititi and Chelsea Winstanley, Producers",BEST PICTURE,2019,2020,0.8,0.94,False
The Irishman,Production Design: Bob Shaw; Set Decoration: Regina Graves,PRODUCTION DESIGN,2019,2020,0.95,0.86,False
Jojo Rabbit,Production Design: Ra Vincent; Set Decoration: Nora Sopková,PRODUCTION DESIGN,2019,2020,0.8,0.94,False
Brotherhood,Meryam Joobeur and Maria Gracia Turgeon,SHORT FILM (Live Action),2019,2020,0.56,0.54,False
Ford v Ferrari,Donald Sylvester,SOUND EDITING,2019,2020,0.92,0.98,True
Star Wars: The Rise of Skywalker,Matthew Wood and David Acord,SOUND EDITING,2019,2020,0.51,0.86,False
Star Wars: The Rise of Skywalker,Matthew Wood and David Acord,SOUND EDITING,2019,2020,0.51,0.86,False
Ad Astra,"Gary Rydstrom, Tom Johnson and Mark Ulano",SOUND MIXING,2019,2020,0.83,0.4,False
Ford v Ferrari,"Paul Massey, David Giammarco and Steven A. Morrow",SOUND MIXING,2019,2020,0.92,0.98,False
Avengers: Endgame,"Dan DeLeeuw, Russell Earl, Matt Aitken and Dan Sudick",VISUAL EFFECTS,2019,2020,0.94,0.9,False
Avengers: Endgame,"Dan DeLeeuw, Russell Earl, Matt Aitken and Dan Sudick",VISUAL EFFECTS,2019,2020,0.94,0.9,False
The Irishman,"Pablo Helman, Leandro Estebecorena, Nelson Sepulveda-Fauser and Stephane Grabli",VISUAL EFFECTS,2019,2020,0.95,0.86,False
The Lion King,"Robert Legato, Adam Valdez, Andrew R. Jones and Elliot Newman",VISUAL EFFECTS,2019,2020,0.92,0.93,False
The Lion King,"Robert Legato, Adam Valdez, Andrew R. Jones and Elliot Newman",VISUAL EFFECTS,2019,2020,0.92,0.93,False
The Lion King,"Robert Legato, Adam Valdez, Andrew R. Jones and Elliot Newman",VISUAL EFFECTS,2019,2020,0.92,0.93,False
The Lion King,"Robert Legato, Adam Valdez, Andrew R. Jones and Elliot Newman",VISUAL EFFECTS,2019,2020,0.92,0.93,False
The Lion King,"Robert Legato, Adam Valdez, Andrew R. Jones and Elliot Newman",VISUAL EFFECTS,2019,2020,0.92,0.93,False
The Lion King,"Robert Legato, Adam Valdez, Andrew R. Jones and Elliot Newman",VISUAL EFFECTS,2019,2020,0.92,0.93,False
The Lion King,"Robert Legato, Adam Valdez, Andrew R. Jones and Elliot Newman",VISUAL EFFECTS,2019,2020,0.92,0.93,False
