Film,Name,Category,Year_Film,Year_Ceremony,Critic_Score,Audience_Score,Winner
The Croods,"Chris Sanders, Kirk DeMicco and Kristine Belson",ANIMATED FEATURE FILM,2013,2014,0.72,0.77,False
Despicable Me 2,"Chris Renaud, Pierre Coffin and Chris Meledandri",ANIMATED FEATURE FILM,2013,2014,0.75,0.85,False
Despicable Me 2,"Chris Renaud, Pierre Coffin and Chris Meledandri",ANIMATED FEATURE FILM,2013,2014,0.75,0.85,False
Frozen,"Chris Buck, Jennifer Lee and Peter Del Vecho",ANIMATED FEATURE FILM,2013,2014,0.56,0.62,True
Frozen,"Chris Buck, Jennifer Lee and Peter Del Vecho",ANIMATED FEATURE FILM,2013,2014,0.56,0.62,True
Frozen,"Chris Buck, Jennifer Lee and Peter Del Vecho",ANIMATED FEATURE FILM,2013,2014,0.56,0.62,True
Inside Llewyn Davis,Bruno Delbonnel,CINEMATOGRAPHY,2013,2014,0.92,0.74,False
Nebraska,Phedon Papamichael,CINEMATOGRAPHY,2013,2014,0.91,0.83,False
American Hustle,Michael Wilkinson,COSTUME DESIGN,2013,2014,0.92,0.74,False
12 Years a Slave,Patricia Norris,COSTUME DESIGN,2013,2014,0.95,0.9,False
American Hustle,David O. Russell,DIRECTING,2013,2014,0.92,0.74,False
Nebraska,Alexander Payne,DIRECTING,2013,2014,0.91,0.83,False
12 Years a Slave,Steve McQueen,DIRECTING,2013,2014,0.95,0.9,False
American Hustle,"Jay Cassidy, Crispin Struthers and Alan Baumgarten",FILM EDITING,2013,2014,0.92,0.74,False
Captain Phillips,Christopher Rouse,FILM EDITING,2013,2014,0.93,0.89,False
Dallas Buyers Club,John Mac McMurphy and Martin Pensa,FILM EDITING,2013,2014,0.92,0.91,False
12 Years a Slave,Joe Walker,FILM EDITING,2013,2014,0.95,0.9,False
Dallas Buyers Club,Adruitha Lee and Robin Mathews,MAKEUP AND HAIRSTYLING,2013,2014,0.92,0.91,True
Jackass Presents: Bad Grandpa,Stephen Prouty,MAKEUP AND HAIRSTYLING,2013,2014,0.61,0.6,False
The Lone Ranger,Joel Harlow and Gloria Pasqua-Casny,MAKEUP AND HAIRSTYLING,2013,2014,0.31,0.51,False
The Book Thief,John Williams,MUSIC (Original Score),2013,2014,0.49,0.73,False
Her,William Butler and Owen Pallett,MUSIC (Original Score),2013,2014,0.95,0.82,False
Philomena,Alexandre Desplat,MUSIC (Original Score),2013,2014,0.91,0.89,False
Saving Mr. Banks,Thomas Newman,MUSIC (Original Score),2013,2014,0.79,0.84,False
Despicable Me 2,Music and Lyric by Pharrell Williams,MUSIC (Original Song),2013,2014,0.75,0.85,False
Despicable Me 2,Music and Lyric by Pharrell Williams,MUSIC (Original Song),2013,2014,0.75,0.85,False
Frozen,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,MUSIC (Original Song),2013,2014,0.56,0.62,True
Frozen,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,MUSIC (Original Song),2013,2014,0.56,0.62,True
Frozen,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,MUSIC (Original Song),2013,2014,0.56,0.62,True
Her,Music by Karen O; Lyric by Karen O and Spike Jonze,MUSIC (Original Song),2013,2014,0.95,0.82,False
American Hustle,"Charles Roven, Richard Suckle, Megan Ellison and Jonathan Gordon, Producers",BEST PICTURE,2013,2014,0.92,0.74,False
Captain Phillips,"Scott Rudin, Dana Brunetti and Michael De Luca, Producers",BEST PICTURE,2013,2014,0.93,0.89,False
Dallas Buyers Club,"Robbie Brenner and Rachel Winter, Producers",BEST PICTURE,2013,2014,0.92,0.91,False
Her,"Megan Ellison, Spike Jonze and Vincent Landay, Producers",BEST PICTURE,2013,2014,0.95,0.82,False
Nebraska,"Albert Berger and Ron Yerxa, Producers",BEST PICTURE,2013,2014,0.91,0.83,False
Philomena,"Gabrielle Tana, Steve Coogan and Tracey Seaward, Producers",BEST PICTURE,2013,2014,0.91,0.89,False
12 Years a Slave,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers",BEST PICTURE,2013,2014,0.95,0.9,True
American Hustle,Production Design: Judy Becker; Set Decoration: Heather Loeffler,PRODUCTION DESIGN,2013,2014,0.92,0.74,False
Her,Production Design: K.K. Barrett; Set Decoration: Gene Serdena,PRODUCTION DESIGN,2013,2014,0.95,0.82,False
12 Years a Slave,Production Design: Adam Stockhausen; Set Decoration: Alice Baker,PRODUCTION DESIGN,2013,2014,0.95,0.9,False
Captain Phillips,Oliver Tarney,SOUND EDITING,2013,2014,0.93,0.89,False
The Hobbit: The Desolation of Smaug,Brent Burge and Chris Ward,SOUND EDITING,2013,2014,0.75,0.85,False
The Hobbit: The Desolation of Smaug,Brent Burge and Chris Ward,SOUND EDITING,2013,2014,0.75,0.85,False
Lone Survivor,Wylie Stateman,SOUND EDITING,2013,2014,0.75,0.87,False
Captain Phillips,"Chris Burdon, Mark Taylor, Mike Prestwood Smith and Chris Munro",SOUND MIXING,2013,2014,0.93,0.89,False
The Hobbit: The Desolation of Smaug,"Christopher Boyes, Michael Hedges, Michael Semanick and Tony Johnson",SOUND MIXING,2013,2014,0.75,0.85,False
The Hobbit: The Desolation of Smaug,"Christopher Boyes, Michael Hedges, Michael Semanick and Tony Johnson",SOUND MIXING,2013,2014,0.75,0.85,False
Inside Llewyn Davis,"Skip Lievsay, Greg Orloff and Peter F. Kurland",SOUND MIXING,2013,2014,0.92,0.74,False
Lone Survivor,"Andy Koyama, Beau Borders and David Brownlow",SOUND MIXING,2013,2014,0.75,0.87,False
The Hobbit: The Desolation of Smaug,"Joe Letteri, Eric Saindon, David Clayton and Eric Reynolds",VISUAL EFFECTS,2013,2014,0.75,0.85,False
The Hobbit: The Desolation of Smaug,"Joe Letteri, Eric Saindon, David Clayton and Eric Reynolds",VISUAL EFFECTS,2013,2014,0.75,0.85,False
Iron Man 3,"Christopher Townsend, Guy Williams, Erik Nash and Dan Sudick",VISUAL EFFECTS,2013,2014,0.79,0.78,False
Iron Man 3,"Christopher Townsend, Guy Williams, Erik Nash and Dan Sudick",VISUAL EFFECTS,2013,2014,0.79,0.78,False
The Lone Ranger,"Tim Alexander, Gary Brozenich, Edson Williams and John Frazier",VISUAL EFFECTS,2013,2014,0.31,0.51,False
Star Trek Into Darkness,"Roger Guyett, Patrick Tubach, Ben Grossmann and Burt Dalton",VISUAL EFFECTS,2013,2014,0.84,0.89,False
Captain Phillips,Screenplay by Billy Ray,WRITING (Adapted Screenplay),2013,2014,0.93,0.89,False
Philomena,Screenplay by Steve Coogan and Jeff Pope,WRITING (Adapted Screenplay),2013,2014,0.91,0.89,False
12 Years a Slave,Screenplay by John Ridley,WRITING (Adapted Screenplay),2013,2014,0.95,0.9,True
American Hustle,Written by Eric Warren Singer and David O. Russell,WRITING (Original Screenplay),2013,2014,0.92,0.74,False
Blue Jasmine,Written by Woody Allen,WRITING (Original Screenplay),2013,2014,0.9,0.77,False
Dallas Buyers Club,Written by Craig Borten & Melisa Wallack,WRITING (Original Screenplay),2013,2014,0.92,0.91,False
Her,Written by Spike Jonze,WRITING (Original Screenplay),2013,2014,0.95,0.82,True
Nebraska,Written by Bob Nelson,WRITING (Original Screenplay),2013,2014,0.91,0.83,False
Foxcatcher,Steve Carell,ACTOR IN A LEADING ROLE,2014,2015,0.88,0.66,False
American Sniper,Bradley Cooper,ACTOR IN A LEADING ROLE,2014,2015,0.72,0.84,False
American Sniper,Bradley Cooper,ACTOR IN A LEADING ROLE,2014,2015,0.72,0.84,False
Boyhood,Ethan Hawke,ACTOR IN A SUPPORTING ROLE,2014,2015,0.97,0.8,False
Foxcatcher,Mark Ruffalo,ACTOR IN A SUPPORTING ROLE,2014,2015,0.88,0.66,False
Gone Girl,Rosamund Pike,ACTRESS IN A LEADING ROLE,2014,2015,0.88,0.87,False
Wild,Reese Witherspoon,ACTRESS IN A LEADING ROLE,2014,2015,0.5,0.71,False
Wild,Reese Witherspoon,ACTRESS IN A LEADING ROLE,2014,2015,0.5,0.71,False
Boyhood,Patricia Arquette,ACTRESS IN A SUPPORTING ROLE,2014,2015,0.97,0.8,True
Wild,Laura Dern,ACTRESS IN A SUPPORTING ROLE,2014,2015,0.5,0.71,False
Wild,Laura Dern,ACTRESS IN A SUPPORTING ROLE,2014,2015,0.5,0.71,False
Big Hero 6,"Don Hall, Chris Williams and Roy Conli",ANIMATED FEATURE FILM,2014,2015,0.9,0.91,True
Big Hero 6,"Don Hall, Chris Williams and Roy Conli",ANIMATED FEATURE FILM,2014,2015,0.9,0.91,True
The Boxtrolls,"Anthony Stacchi, Graham Annable and Travis Knight",ANIMATED FEATURE FILM,2014,2015,0.78,0.63,False
How to Train Your Dragon 2,Dean DeBlois and Bonnie Arnold,ANIMATED FEATURE FILM,2014,2015,0.92,0.9,False
The Grand Budapest Hotel,Robert Yeoman,CINEMATOGRAPHY,2014,2015,0.92,0.87,False
Unbroken,Roger Deakins,CINEMATOGRAPHY,2014,2015,0.52,0.7,False
The Grand Budapest Hotel,Milena Canonero,COSTUME DESIGN,2014,2015,0.92,0.87,True
Inherent Vice,Mark Bridges,COSTUME DESIGN,2014,2015,0.74,0.53,False
Maleficent,Anna B. Sheppard,COSTUME DESIGN,2014,2015,0.54,0.7,False
Maleficent,Anna B. Sheppard,COSTUME DESIGN,2014,2015,0.54,0.7,False
Boyhood,Richard Linklater,DIRECTING,2014,2015,0.97,0.8,False
Foxcatcher,Bennett Miller,DIRECTING,2014,2015,0.88,0.66,False
The Grand Budapest Hotel,Wes Anderson,DIRECTING,2014,2015,0.92,0.87,False
American Sniper,Joel Cox and Gary D. Roach,FILM EDITING,2014,2015,0.72,0.84,False
American Sniper,Joel Cox and Gary D. Roach,FILM EDITING,2014,2015,0.72,0.84,False
Boyhood,Sandra Adair,FILM EDITING,2014,2015,0.97,0.8,False
The Grand Budapest Hotel,Barney Pilling,FILM EDITING,2014,2015,0.92,0.87,False
Leviathan,Russia,FOREIGN LANGUAGE FILM,2014,2015,0.23,0.27,False
Foxcatcher,Bill Corso and Dennis Liddiard,MAKEUP AND HAIRSTYLING,2014,2015,0.88,0.66,False
The Grand Budapest Hotel,Frances Hannon and Mark Coulier,MAKEUP AND HAIRSTYLING,2014,2015,0.92,0.87,True
Guardians of the Galaxy,Elizabeth Yianni-Georgiou and David White,MAKEUP AND HAIRSTYLING,2014,2015,0.92,0.92,False
Guardians of the Galaxy,Elizabeth Yianni-Georgiou and David White,MAKEUP AND HAIRSTYLING,2014,2015,0.92,0.92,False
The Grand Budapest Hotel,Alexandre Desplat,MUSIC (Original Score),2014,2015,0.92,0.87,True
Interstellar,Hans Zimmer,MUSIC (Original Score),2014,2015,0.73,0.86,False
Selma,Music and Lyric by John Stephens and Lonnie Lynn,MUSIC (Original Song),2014,2015,0.99,0.86,True
Beyond the Lights,Music and Lyric by Diane Warren,MUSIC (Original Song),2014,2015,0.84,0.75,False
American Sniper,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan, Producers",BEST PICTURE,2014,2015,0.72,0.84,False
American Sniper,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan, Producers",BEST PICTURE,2014,2015,0.72,0.84,False
Boyhood,"Richard Linklater and Cathleen Sutherland, Producers",BEST PICTURE,2014,2015,0.97,0.8,False
The Grand Budapest Hotel,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson, Producers",BEST PICTURE,2014,2015,0.92,0.87,False
Selma,"Christian Colson, Oprah Winfrey, Dede Gardner and Jeremy Kleiner, Producers",BEST PICTURE,2014,2015,0.99,0.86,False
The Grand Budapest Hotel,Production Design: Adam Stockhausen; Set Decoration: Anna Pinnock,PRODUCTION DESIGN,2014,2015,0.92,0.87,True
Interstellar,Production Design: Nathan Crowley; Set Decoration: Gary Fettis,PRODUCTION DESIGN,2014,2015,0.73,0.86,False
American Sniper,Alan Robert Murray and Bub Asman,SOUND EDITING,2014,2015,0.72,0.84,True
American Sniper,Alan Robert Murray and Bub Asman,SOUND EDITING,2014,2015,0.72,0.84,True
The Hobbit: The Battle of the Five Armies,Brent Burge and Jason Canovas,SOUND EDITING,2014,2015,0.59,0.74,False
The Hobbit: The Battle of the Five Armies,Brent Burge and Jason Canovas,SOUND EDITING,2014,2015,0.59,0.74,False
Interstellar,Richard King,SOUND EDITING,2014,2015,0.73,0.86,False
Unbroken,Becky Sullivan and Andrew DeCristofaro,SOUND EDITING,2014,2015,0.52,0.7,False
American Sniper,"John Reitz, Gregg Rudloff and Walt Martin",SOUND MIXING,2014,2015,0.72,0.84,False
American Sniper,"John Reitz, Gregg Rudloff and Walt Martin",SOUND MIXING,2014,2015,0.72,0.84,False
Interstellar,"Gary A. Rizzo, Gregg Landaker and Mark Weingarten",SOUND MIXING,2014,2015,0.73,0.86,False
Unbroken,"Jon Taylor, Frank A. Montaño and David Lee",SOUND MIXING,2014,2015,0.52,0.7,False
Captain America: The Winter Soldier,"Dan DeLeeuw, Russell Earl, Bryan Grill and Dan Sudick",VISUAL EFFECTS,2014,2015,0.9,0.92,False
Captain America: The Winter Soldier,"Dan DeLeeuw, Russell Earl, Bryan Grill and Dan Sudick",VISUAL EFFECTS,2014,2015,0.9,0.92,False
Dawn of the Planet of the Apes,"Joe Letteri, Dan Lemmon, Daniel Barrett and Erik Winquist",VISUAL EFFECTS,2014,2015,0.91,0.88,False
Guardians of the Galaxy,"Stephane Ceretti, Nicolas Aithadi, Jonathan Fawkner and Paul Corbould",VISUAL EFFECTS,2014,2015,0.92,0.92,False
Guardians of the Galaxy,"Stephane Ceretti, Nicolas Aithadi, Jonathan Fawkner and Paul Corbould",VISUAL EFFECTS,2014,2015,0.92,0.92,False
Interstellar,"Paul Franklin, Andrew Lockley, Ian Hunter and Scott Fisher",VISUAL EFFECTS,2014,2015,0.73,0.86,True
American Sniper,Written by Jason Hall,WRITING (Adapted Screenplay),2014,2015,0.72,0.84,False
American Sniper,Written by Jason Hall,WRITING (Adapted Screenplay),2014,2015,0.72,0.84,False
Inherent Vice,Written for the screen by Paul Thomas Anderson,WRITING (Adapted Screenplay),2014,2015,0.74,0.53,False
Boyhood,Written by Richard Linklater,WRITING (Original Screenplay),2014,2015,0.97,0.8,False
Foxcatcher,Written by E. Max Frye and Dan Futterman,WRITING (Original Screenplay),2014,2015,0.88,0.66,False
The Grand Budapest Hotel,Screenplay by Wes Anderson; Story by Wes Anderson & Hugo Guinness,WRITING (Original Screenplay),2014,2015,0.92,0.87,False
Nightcrawler,Written by Dan Gilroy,WRITING (Original Screenplay),2014,2015,0.95,0.86,False
The Martian,Matt Damon,ACTOR IN A LEADING ROLE,2015,2016,0.91,0.91,False
The Martian,Matt Damon,ACTOR IN A LEADING ROLE,2015,2016,0.91,0.91,False
The Big Short,Christian Bale,ACTOR IN A SUPPORTING ROLE,2015,2016,0.89,0.88,False
Bridge of Spies,Mark Rylance,ACTOR IN A SUPPORTING ROLE,2015,2016,0.91,0.87,True
Creed,Sylvester Stallone,ACTOR IN A SUPPORTING ROLE,2015,2016,0.95,0.89,False
Carol,Cate Blanchett,ACTRESS IN A LEADING ROLE,2015,2016,0.94,0.75,False
The Hateful Eight,Jennifer Jason Leigh,ACTRESS IN A SUPPORTING ROLE,2015,2016,0.75,0.77,False
Carol,Rooney Mara,ACTRESS IN A SUPPORTING ROLE,2015,2016,0.94,0.75,False
Anomalisa,"Charlie Kaufman, Duke Johnson and Rosa Tran",ANIMATED FEATURE FILM,2015,2016,0.91,0.71,False
Carol,Ed Lachman,CINEMATOGRAPHY,2015,2016,0.94,0.75,False
The Hateful Eight,Robert Richardson,CINEMATOGRAPHY,2015,2016,0.75,0.77,False
Mad Max: Fury Road,John Seale,CINEMATOGRAPHY,2015,2016,0.97,0.86,False
Carol,Sandy Powell,COSTUME DESIGN,2015,2016,0.94,0.75,False
Cinderella,Sandy Powell,COSTUME DESIGN,2015,2016,0.98,0.8,False
Cinderella,Sandy Powell,COSTUME DESIGN,2015,2016,0.98,0.8,False
Cinderella,Sandy Powell,COSTUME DESIGN,2015,2016,0.98,0.8,False
Cinderella,Sandy Powell,COSTUME DESIGN,2015,2016,0.98,0.8,False
Cinderella,Sandy Powell,COSTUME DESIGN,2015,2016,0.98,0.8,False
Cinderella,Sandy Powell,COSTUME DESIGN,2015,2016,0.98,0.8,False
Mad Max: Fury Road,Jenny Beavan,COSTUME DESIGN,2015,2016,0.97,0.86,True
The Big Short,Adam McKay,DIRECTING,2015,2016,0.89,0.88,False
Mad Max: Fury Road,George Miller,DIRECTING,2015,2016,0.97,0.86,False
The Big Short,Hank Corwin,FILM EDITING,2015,2016,0.89,0.88,False
Mad Max: Fury Road,Margaret Sixel,FILM EDITING,2015,2016,0.97,0.86,True
Mad Max: Fury Road,"Lesley Vanderwalt, Elka Wardega and Damian Martin",MAKEUP AND HAIRSTYLING,2015,2016,0.97,0.86,True
Bridge of Spies,Thomas Newman,MUSIC (Original Score),2015,2016,0.91,0.87,False
Carol,Carter Burwell,MUSIC (Original Score),2015,2016,0.94,0.75,False
The Hateful Eight,Ennio Morricone,MUSIC (Original Score),2015,2016,0.75,0.77,True
Fifty Shades of Grey,"Music and Lyric by The Weeknd, Ahmad Balshe, Jason Quenneville and Stephan Moccio",MUSIC (Original Song),2015,2016,0.25,0.41,False
The Big Short,"Brad Pitt, Dede Gardner and Jeremy Kleiner, Producers",BEST PICTURE,2015,2016,0.89,0.88,False
Bridge of Spies,"Steven Spielberg, Marc Platt and Kristie Macosko Krieger, Producers",BEST PICTURE,2015,2016,0.91,0.87,False
Mad Max: Fury Road,"Doug Mitchell and George Miller, Producers",BEST PICTURE,2015,2016,0.97,0.86,False
The Martian,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers",BEST PICTURE,2015,2016,0.91,0.91,False
The Martian,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers",BEST PICTURE,2015,2016,0.91,0.91,False
Bridge of Spies,Production Design: Adam Stockhausen; Set Decoration: Rena DeAngelo and Bernhard Henrich,PRODUCTION DESIGN,2015,2016,0.91,0.87,False
Mad Max: Fury Road,Production Design: Colin Gibson; Set Decoration: Lisa Thompson,PRODUCTION DESIGN,2015,2016,0.97,0.86,True
The Martian,Production Design: Arthur Max; Set Decoration: Celia Bobak,PRODUCTION DESIGN,2015,2016,0.91,0.91,False
The Martian,Production Design: Arthur Max; Set Decoration: Celia Bobak,PRODUCTION DESIGN,2015,2016,0.91,0.91,False
Mad Max: Fury Road,Mark Mangini and David White,SOUND EDITING,2015,2016,0.97,0.86,True
The Martian,Oliver Tarney,SOUND EDITING,2015,2016,0.91,0.91,False
The Martian,Oliver Tarney,SOUND EDITING,2015,2016,0.91,0.91,False
Bridge of Spies,"Andy Nelson, Gary Rydstrom and Drew Kunin",SOUND MIXING,2015,2016,0.91,0.87,False
Mad Max: Fury Road,"Chris Jenkins, Gregg Rudloff and Ben Osmo",SOUND MIXING,2015,2016,0.97,0.86,True
The Martian,"Paul Massey, Mark Taylor and Mac Ruth",SOUND MIXING,2015,2016,0.91,0.91,False
The Martian,"Paul Massey, Mark Taylor and Mac Ruth",SOUND MIXING,2015,2016,0.91,0.91,False
Ex Machina,"Andrew Whitehurst, Paul Norris, Mark Ardington and Sara Bennett",VISUAL EFFECTS,2015,2016,0.92,0.86,True
Mad Max: Fury Road,"Andrew Jackson, Tom Wood, Dan Oliver and Andy Williams",VISUAL EFFECTS,2015,2016,0.97,0.86,False
The Martian,"Richard Stammers, Anders Langlands, Chris Lawrence and Steven Warner",VISUAL EFFECTS,2015,2016,0.91,0.91,False
The Martian,"Richard Stammers, Anders Langlands, Chris Lawrence and Steven Warner",VISUAL EFFECTS,2015,2016,0.91,0.91,False
The Big Short,Screenplay by Charles Randolph and Adam McKay,WRITING (Adapted Screenplay),2015,2016,0.89,0.88,True
Carol,Screenplay by Phyllis Nagy,WRITING (Adapted Screenplay),2015,2016,0.94,0.75,False
The Martian,Screenplay by Drew Goddard,WRITING (Adapted Screenplay),2015,2016,0.91,0.91,False
The Martian,Screenplay by Drew Goddard,WRITING (Adapted Screenplay),2015,2016,0.91,0.91,False
Bridge of Spies,Written by Matt Charman and Ethan Coen & Joel Coen,WRITING (Original Screenplay),2015,2016,0.91,0.87,False
Ex Machina,Written by Alex Garland,WRITING (Original Screenplay),2015,2016,0.92,0.86,False
Straight Outta Compton,Screenplay by Jonathan Herman and Andrea Berloff; Story by S. Leigh Savidge & Alan Wenkus and Andrea Berloff,WRITING (Original Screenplay),2015,2016,0.89,0.91,False
Manchester by the Sea,Casey Affleck,ACTOR IN A LEADING ROLE,2016,2017,0.96,0.78,True
Hacksaw Ridge,Andrew Garfield,ACTOR IN A LEADING ROLE,2016,2017,0.84,0.91,False
La La Land,Ryan Gosling,ACTOR IN A LEADING ROLE,2016,2017,0.91,0.81,False
Captain Fantastic,Viggo Mortensen,ACTOR IN A LEADING ROLE,2016,2017,0.83,0.85,False
Hell or High Water,Jeff Bridges,ACTOR IN A SUPPORTING ROLE,2016,2017,0.97,0.88,False
Manchester by the Sea,Lucas Hedges,ACTOR IN A SUPPORTING ROLE,2016,2017,0.96,0.78,False
La La Land,Emma Stone,ACTRESS IN A LEADING ROLE,2016,2017,0.91,0.81,True
Hidden Figures,Octavia Spencer,ACTRESS IN A SUPPORTING ROLE,2016,2017,0.93,0.93,False
Manchester by the Sea,Michelle Williams,ACTRESS IN A SUPPORTING ROLE,2016,2017,0.96,0.78,False
Kubo and the Two Strings,Travis Knight and Arianne Sutner,ANIMATED FEATURE FILM,2016,2017,0.97,0.86,False
Moana,"John Musker, Ron Clements and Osnat Shurer",ANIMATED FEATURE FILM,2016,2017,0.87,0.65,False
Zootopia,"Byron Howard, Rich Moore and Clark Spencer",ANIMATED FEATURE FILM,2016,2017,0.98,0.92,True
Zootopia,"Byron Howard, Rich Moore and Clark Spencer",ANIMATED FEATURE FILM,2016,2017,0.98,0.92,True
La La Land,Linus Sandgren,CINEMATOGRAPHY,2016,2017,0.91,0.81,True
Allied,Joanna Johnston,COSTUME DESIGN,2016,2017,0.6,0.64,False
Fantastic Beasts and Where to Find Them,Colleen Atwood,COSTUME DESIGN,2016,2017,0.74,0.79,True
La La Land,Mary Zophres,COSTUME DESIGN,2016,2017,0.91,0.81,False
Hacksaw Ridge,Mel Gibson,DIRECTING,2016,2017,0.84,0.91,False
La La Land,Damien Chazelle,DIRECTING,2016,2017,0.91,0.81,True
Manchester by the Sea,Kenneth Lonergan,DIRECTING,2016,2017,0.96,0.78,False
Hacksaw Ridge,John Gilbert,FILM EDITING,2016,2017,0.84,0.91,True
Hell or High Water,Jake Roberts,FILM EDITING,2016,2017,0.97,0.88,False
La La Land,Tom Cross,FILM EDITING,2016,2017,0.91,0.81,False
Star Trek Beyond,Joel Harlow and Richard Alonzo,MAKEUP AND HAIRSTYLING,2016,2017,0.86,0.8,False
La La Land,Justin Hurwitz,MUSIC (Original Score),2016,2017,0.91,0.81,True
La La Land,Music by Justin Hurwitz; Lyric by Benj Pasek and Justin Paul,MUSIC (Original Song),2016,2017,0.91,0.81,False
Trolls,"Music and Lyric by Justin Timberlake, Max Martin and Karl Johan Schuster",MUSIC (Original Song),2016,2017,0.76,0.67,False
La La Land,Music by Justin Hurwitz; Lyric by Benj Pasek and Justin Paul,MUSIC (Original Song),2016,2017,0.91,0.81,True
Moana,Music and Lyric by Lin-Manuel Miranda,MUSIC (Original Song),2016,2017,0.87,0.65,False
Hacksaw Ridge,"Bill Mechanic and David Permut, Producers",BEST PICTURE,2016,2017,0.84,0.91,False
Hell or High Water,"Carla Hacken and Julie Yorn, Producers",BEST PICTURE,2016,2017,0.97,0.88,False
Hidden Figures,"Donna Gigliotti, Peter Chernin, Jenno Topping, Pharrell Williams and Theodore Melfi, Producers",BEST PICTURE,2016,2017,0.93,0.93,False
La La Land,"Fred Berger, Jordan Horowitz and Marc Platt, Producers",BEST PICTURE,2016,2017,0.91,0.81,False
Manchester by the Sea,"Matt Damon, Kimberly Steward, Chris Moore, Lauren Beck and Kevin J. Walsh, Producers",BEST PICTURE,2016,2017,0.96,0.78,False
Fantastic Beasts and Where to Find Them,Production Design: Stuart Craig; Set Decoration: Anna Pinnock,PRODUCTION DESIGN,2016,2017,0.74,0.79,False
La La Land,Production Design: David Wasco; Set Decoration: Sandy Reynolds-Wasco,PRODUCTION DESIGN,2016,2017,0.91,0.81,True
Sing,Kristof Deák and Anna Udvardy,SHORT FILM (Live Action),2016,2017,0.43,0.88,True
Sing,Kristof Deák and Anna Udvardy,SHORT FILM (Live Action),2016,2017,0.43,0.88,True
Timecode,Juanjo Giménez,SHORT FILM (Live Action),2016,2017,0.68,0.48,False
Deepwater Horizon,Wylie Stateman and Renée Tondelli,SOUND EDITING,2016,2017,0.82,0.82,False
Hacksaw Ridge,Robert Mackenzie and Andy Wright,SOUND EDITING,2016,2017,0.84,0.91,False
La La Land,Ai-Ling Lee and Mildred Iatrou Morgan,SOUND EDITING,2016,2017,0.91,0.81,False
Sully,Alan Robert Murray and Bub Asman,SOUND EDITING,2016,2017,0.85,0.84,False
Hacksaw Ridge,"Kevin O'Connell, Andy Wright, Robert Mackenzie and Peter Grace",SOUND MIXING,2016,2017,0.84,0.91,True
La La Land,"Andy Nelson, Ai-Ling Lee and Steve A. Morrow",SOUND MIXING,2016,2017,0.91,0.81,False
Rogue One: A Star Wars Story,"David Parker, Christopher Scarabosio and Stuart Wilson",SOUND MIXING,2016,2017,0.84,0.87,False
Rogue One: A Star Wars Story,"David Parker, Christopher Scarabosio and Stuart Wilson",SOUND MIXING,2016,2017,0.84,0.87,False
13 Hours: The Secret Soldiers of Benghazi,"Gary Summers, Jeffrey J. Haboush and Mac Ruth",SOUND MIXING,2016,2017,0.52,0.83,False
Deepwater Horizon,"Craig Hammack, Jason Snell, Jason Billington and Burt Dalton",VISUAL EFFECTS,2016,2017,0.82,0.82,False
Kubo and the Two Strings,"Steve Emerson, Oliver Jones, Brian McLean and Brad Schiff",VISUAL EFFECTS,2016,2017,0.97,0.86,False
Rogue One: A Star Wars Story,"John Knoll, Mohen Leo, Hal Hickel and Neil Corbould",VISUAL EFFECTS,2016,2017,0.84,0.87,False
Rogue One: A Star Wars Story,"John Knoll, Mohen Leo, Hal Hickel and Neil Corbould",VISUAL EFFECTS,2016,2017,0.84,0.87,False
Hidden Figures,Screenplay by Allison Schroeder and Theodore Melfi,WRITING (Adapted Screenplay),2016,2017,0.93,0.93,False
Hell or High Water,Written by Taylor Sheridan,WRITING (Original Screenplay),2016,2017,0.97,0.88,False
La La Land,Written by Damien Chazelle,WRITING (Original Screenplay),2016,2017,0.91,0.81,False
Manchester by the Sea,Written by Kenneth Lonergan,WRITING (Original Screenplay),2016,2017,0.96,0.78,True
Call Me by Your Name,Timothée Chalamet,ACTOR IN A LEADING ROLE,2017,2018,0.94,0.86,False
Phantom Thread,Daniel Day-Lewis,ACTOR IN A LEADING ROLE,2017,2018,0.91,0.7,False
Get Out,Daniel Kaluuya,ACTOR IN A LEADING ROLE,2017,2018,0.98,0.86,False
"Roman J. Israel, Esq.",Denzel Washington,ACTOR IN A LEADING ROLE,2017,2018,0.55,0.57,False
The Florida Project,Willem Dafoe,ACTOR IN A SUPPORTING ROLE,2017,2018,0.96,0.81,False
All the Money in the World,Christopher Plummer,ACTOR IN A SUPPORTING ROLE,2017,2018,0.79,0.66,False
"I, Tonya",Margot Robbie,ACTRESS IN A LEADING ROLE,2017,2018,0.9,0.88,False
Lady Bird,Saoirse Ronan,ACTRESS IN A LEADING ROLE,2017,2018,0.99,0.79,False
The Post,Meryl Streep,ACTRESS IN A LEADING ROLE,2017,2018,0.88,0.74,False
