ID,Year,Category,Nominee,Staff,Company,Producer,Win
4242,2013,Outstanding Special Class Programs,66th Annual Tony Awards,"Ricky Kirshner, Executive Producer; Glenn Weiss, Executive Producer; Neil Patrick Harris, Producer/Host",CBS,White Cherry Entertainment in association with Tony Award Productions,TRUE
4243,2013,Outstanding Special Visual Effects,Hemlock Grove,"Chris Jones, ; Jon Massey, ; Sean Joseph Tompkins, ; Sallyanne Massimini, ; Michael Kirylo, ; Jacob Long, ; Chris Barsamian, ; Colin Feist, ; Kyle Spiker, ",Netflix,Produced by Gaumont International Television for Netflix,FALSE
4244,2013,Outstanding Special Visual Effects,Game Of Thrones,"Joe Bauer, ; Joern Grosshans, ; Doug Campbell, ; Steve Kullback, ; Stuart Brisdon, ; Sven Martin, ; Jabbar Raisani, ; Tobias Mannewitz, ; Adam Chazen, ",HBO,"Bighead, Littlehead, 360 Television, Grok and Generator Productions in association with HBO Entertainment",TRUE
4245,2013,Outstanding Special Visual Effects,Battlestar Galactica: Blood & Chrome,"Gary Hutzel, ; Michael Gibson, ; DAVID TAKEMURA, ; DOUG DREXLER, ; Davey Morton, ; Kyle Toucher, ; Derek Ledbetter, ; Heather McAuliff, ; Jesse Siglow, ",Syfy,Universal Cable Productions,FALSE
4246,2013,Outstanding Special Visual Effects,Falling Skies,"Andrew Orloff, ; Curt Miller, ; Suzanne MacLennan, ; Leah Garner, ; Dan Keeler, ; Julian Fitzpatrick, ; James Hattin, ; Dylan Yastremski, ; Graeme Baitz, ",TNT,DreamWorks Television,FALSE
4247,2013,Outstanding Special Visual Effects,Last Resort,"Matt Von Brock, CG Supervisor; David Altenau, ; Tim Jacobsen, ; Tiffany Smith, ; Aldo Ruggiero, ; Bruce Coy, ; Ignacio Garceron, ; Jason Fotter, ; Brian Williams, ",ABC,"Middkid Productions, Big Sun Productions in association with Sony Pictures Television",FALSE
4248,2013,Outstanding Special Visual Effects,Defiance,"Gary Hutzel, ; Michael Gibson, ; DOUG DREXLER, ; Davey Morton, ; Neal Sopata, ; Kyle Toucher, ; Sean Jackson, ; Douglas Graves, ; Derek Ledbetter, ",Syfy,Universal Cable Productions,FALSE
4249,2013,Outstanding Special Visual Effects in a Supporting Role,Boardwalk Empire,"Lesley Robson-Foster, ; Paul Graff, ; John Bair, ; Steve Kirshoff, ; Parker Chehak, ; Aaron Raff, ; Tim Van Horn, ; Gregory S. Scribner, ; Brian Sales, ",HBO,"Leverage, Closest to the Hole Productions, Sikelia Productions and Cold Front Productions in association with HBO Entertainment",FALSE
4250,2013,Outstanding Special Visual Effects in a Supporting Role,Vikings,"Dennis Berardi, ; Julian Parry, ; Bill Halliday, ; Wilson Cameron, ; Dominic Remane, ; Jim Maxwell, ; Ovidiu Cinazan, ; Maria Gordon, ; Mike Borrett, ",HISTORY,An Octagon and Take 5 production in association with Metro-Goldwyn-Mayer for History,FALSE
4251,2013,Outstanding Special Visual Effects in a Supporting Role,Banshee,"Armen V. Kevorkian, ; Mark E. Skowronski, ; Jane Sharvina, ; Rick Ramirez, ; Jeremy Jozwik, ; Mike Oakley, ; Nick Sinnott, ; Gevork Babityan, ; Andranik Taranyan, ",Cinemax,"Tropper/Schickler Productions, One Olive and Your Face Goes Here Entertainment in association with Cinemax Original Series",TRUE
4252,2013,Outstanding Special Visual Effects in a Supporting Role,The Borgias,"Wojciech Zielinski, ; JP Giamos, ; Gabor Kiszelly, ; James Chretien, ; Ahmed Shehata, ; Chris Ankli, ; Jordan Nieuwland, ; Adrian Sutherland, ; Amanda Lynn Hollingworth, ",Showtime,Showtime Presents in association with Take 5 Productions and Octagon Films,FALSE
4253,2013,Outstanding Special Visual Effects in a Supporting Role,Da Vinci's Demons,"Kevin Blank, ; Simon Frame, ; Shalena Oxley-Butler, ; Jonathan Hodgson, ; Oliver Arnold, ; Davey Jones, ; Oliver Zangenberg, ; Ante Dekovic, ; Matt Conway, ",Starz,Starz and Adjacent Productions,FALSE
4254,2013,Outstanding Special Visual Effects in a Supporting Role,Revolution,"Jay Worth, VFX Supervisor; Mark Stetson, On Set VFX Supervisor; Elizabeth Castro, VFX Producer; Eric Chauvin, Lead Matte Painter; Johnathan R. Banta, Lead Compositor; John Lindstein, Compositor; Colin Feist, Compositor; Alfredo Tognetti, Compositor; Christopher Lance, Compositor",NBC,"Bonanza Productions in association with Bad Robot Productions, Kripke Enterprises and Warner Bros. Television",FALSE
4255,2013,Outstanding Stunt Coordination For A Comedy Series Or A Variety Program,Modern Family,"Jim Sharp, ",ABC,Picador Productions & Steve Levitan Productions in association with 20th Century Fox Television,FALSE
4256,2013,Outstanding Stunt Coordination For A Comedy Series Or A Variety Program,It's Always Sunny In Philadelphia,"Marc Scizak, ",FX Networks,Sunny TV Productions,FALSE
4257,2013,Outstanding Stunt Coordination For A Comedy Series Or A Variety Program,Workaholics,"Jim Vickers, ",Comedy Central,Avalon Television,FALSE
4258,2013,Outstanding Stunt Coordination For A Comedy Series Or A Variety Program,Supah Ninjas,"Hiro Koda, ",Nickelodeon,Varsity Pictures,TRUE
4259,2013,"Outstanding Stunt Coordination For A Drama Series, Miniseries Or Movie",Blue Bloods,"Cort L. Hessler III, ",CBS,"Mandy Films, CBS Studios",FALSE
4260,2013,"Outstanding Stunt Coordination For A Drama Series, Miniseries Or Movie",Revolution,"Jeff Wolfe, ",NBC,"Bonanza Productions in association with Bad Robot Productions, Kripke Enterprises and Warner Bros. Television",TRUE
4261,2013,"Outstanding Stunt Coordination For A Drama Series, Miniseries Or Movie",Southland,"Peewee Piemonte, ",TNT,John Wells Productions in association with Warner Bros. Television,FALSE
4262,2013,"Outstanding Stunt Coordination For A Drama Series, Miniseries Or Movie",NCIS,"Diamond Farnsworth, ",CBS,Belisarius Productions with CBS Television,FALSE
4263,2013,"Outstanding Technical Direction, Camerawork, Video Control For A Miniseries, Movie Or A Special",The Kennedy Center Honors,"John B. Field, ; Danny Bonilla, ; Michael Breece, ; PAT GLEASON, ; Helene Haviland, ; Charlie Huntley, ; Lyn Noland, ; Darryl Player, ; Hector Ramirez, ; Chris Tafuri, ; Mark Whitman, ; Easter Xua, ; John Burdick, ; Susan Noll, ; J.M. Hurley, ",CBS,A Stevens Company Production,FALSE
4264,2013,"Outstanding Technical Direction, Camerawork, Video Control For A Miniseries, Movie Or A Special",Super Bowl XLVII Halftime Show Starring Beyoncé,"Eric Becker, ; Rod Wardell, ; Steve Orloff, ; John Burdick, ; Sol Bress, ; Bobby Delrusso, ; Jay Kulick, ; John Bruno, ; Rob Balton, ; Michael John Miller, ; Kevin French, ; Tore Livia, ; Michael Stahl, ; Jeff Babush, ; Jofre Rosero, ; Luke Bowdon, ; Jonathan Mantak, ; Frank Lombardo, ; Marc Sotiropolous, ; Don Cornelli, ; Duane Rodriguez, ; Bob Basile, ; Guy Jones, ; Rob Levy, ",CBS,NFL Network,FALSE
4265,2013,"Outstanding Technical Direction, Camerawork, Video Control For A Miniseries, Movie Or A Special",66th Annual Tony Awards,"Eric Becker, ; Mike Anderson, ; Rob Balton, ; Gerard Cancel, ; Bob DelRusso, ; Charlie Huntley, ; Ernie Jew, ; Tore Livia, ; John Meiklejohn, ; Lyn Noland, ; Mark Renaudin, ; Shaun Harkins, ; Jay Kulick, ; Paul Ranieri, ; Ka-Lai Wong, ",CBS,White Cherry Entertainment in association with Tony Award Productions,TRUE
4266,2013,"Outstanding Technical Direction, Camerawork, Video Control For A Miniseries, Movie Or A Special",The Oscars,"John B. Field, ; Rick Edwards, ; John Pritchett, ; Dave Levisohn, ; Lyn Noland, ; Charlie Huntley, ; Marc Hunter, ; Larry Heider, ; Hector Ramirez, ; Dave Eastwood, ; Ted Ashton, ; Rob Balton, ; John Burdick, ; Easter Xua, ; Rob Palmer, ; Mark Whitman, ; Kris Wilson, ; Danny Bonilla, ; Jofre Rosero, ; Dean Hall, ; Danny Webb, ; John Repczynski, ; Steve Martyniuk, ; Brian Reason, ; David Plakos, ; Guy Jones, ; Terrance Ho, ; Keith Winikoff, ",ABC,Academy of Motion Picture Arts and Sciences,FALSE
4267,2013,"Outstanding Technical Direction, Camerawork, Video Control For A Miniseries, Movie Or A Special",2013 Rock And Roll Hall Of Fame Induction Ceremony,"Allan Wells, ; Shiran Stotland, ; Ted Ashton, ; Danny Bonilla, ; Dave Eastwood, ; JEFF JOHNSON, ; Dave Levisohn, ; Tore Livia, ; Adam Margolis, ; Lyn Noland, ; Rob Palmer, ; David Plakos, ; George Prince, ; Brian Reason, ; Jofre Rosero, ; Danny Webb, ; Mark Whitman, ; Easter Xua, ; Chuck Reilly, ",HBO,"Playtone, Tenth Planet Productions and the Rock and Roll Hall of Fame Foundation in association with HBO Entertainment",FALSE
4268,2013,"Outstanding Technical Direction, Camerawork, Video Control For A Series",Saturday Night Live,"Barry Frischer, Camera; Steven Cimino, ; John Pinto, ; Paul Cangialosi, ; Len Wechsler, ; Eric A. Eisenstein, ; Susan Noll, ; Frank Grisanti, ",NBC,SNL Studios in association with Universal Television and Broadway Video,FALSE
4269,2013,"Outstanding Technical Direction, Camerawork, Video Control For A Series",Jimmy Kimmel Live,"Ervin D. Hurd, ; Kris Wilson, ; Ritch Kenney, ; Parker Bartlett, ; Greg Grouwinkel, ; Randy Gomez, ; Garrett Hurt, ; Bernd Reinhardt, ; Guy Jones, ",ABC,ABC Studios in association with Jackhole Industries,FALSE
4270,2013,"Outstanding Technical Direction, Camerawork, Video Control For A Series",The Voice,"Allan Wells, ; John Repczynski, ; Suzanne Ebner, ; Diane Biederbeck, ; Dave Hilmer, ; Manny Bonilla, ; Marc Hunter, ; Steve Martyniuk, ; Scott Kaye, ; Scott Hylton, ; Joe Coppola, ; Guido Frenzel, ; Alex Hernandez, ; Jofre Rosero, ; Steve Simmons, ; Terrance Ho, ",NBC,"One Three Inc. (a Hearst/Mark Burnett company), Talpa Media USA, Inc. and Warner Horizon Television",FALSE
4271,2013,"Outstanding Technical Direction, Camerawork, Video Control For A Series",Dancing With The Stars,"Seth Saint Vincent, Camera; Charles Ciup, ; Brian Reason, ; Hector Ramirez, ; Larry Heider, ; Dave Levisohn, ; Bert Atkinson, ; Bettina Levesque, ; Adam Margolis, ; Damien Tuffereau, ; Easter Xua, ; Mike Malone, ; Ron Lehman, ; Rob Palmer, ; John O'Brien, ",ABC,BBC Worldwide Productions,FALSE
4272,2013,"Outstanding Technical Direction, Camerawork, Video Control For A Series",The Daily Show With Jon Stewart,"Andre Allen, ; Tom Dowling, ; Tim Quigley, ; Phil Salanto, ; Rich York, ; Franco Coello, ; Paul Ranieri, ",Comedy Central,"Central Productions, LLC",FALSE
4273,2013,"Outstanding Technical Direction, Camerawork, Video Control For A Series",The Big Bang Theory,"John Pierre Dechene, ; Brian ""Army"" Armstrong, ; Devin Atwood, ; Mark Davison, ; John O'Brien, ",CBS,"Chuck Lorre Productions, Inc.  in association with Warner Bros. Television",TRUE
4274,2013,Outstanding Voice-Over Performance,An Apology To Elephants,"Lily Tomlin, as Narrator",HBO,HBO Family,TRUE
4275,2013,Outstanding Voice-Over Performance,The Looney Tunes Show,"Bob Bergen, as Porky Pig",Cartoon Network,Warner Bros. Animation,FALSE
4276,2013,Outstanding Voice-Over Performance,Family Guy,"Seth MacFarlane, as Brian Griffin/ Peter Griffin/ Stewie Griffin",FOX,Fox Television Animation,FALSE
4277,2013,Outstanding Voice-Over Performance,Family Guy,"Alex Borstein, as Lois Griffin/ Tricia Takanawa",FOX,Fox Television Animation,FALSE
4278,2013,Outstanding Voice-Over Performance,Robot Chicken DC Comics Special,"Seth Green, as Abin Sur/ Aquaman/ Batman/ Green Arrow/ Martian Manhunter/ Nerd/ Robin",Cartoon Network,A Stoopid Buddy Stoodios production in association with Stoopid Monkey and Williams Street,FALSE
4279,2013,Outstanding Voice-Over Performance,Robot Chicken,"Sam Elliott, as Narrator",Cartoon Network,A Stoopid Buddy Stoodios production in association with Stoopid Monkey and Williams Street,FALSE
4280,2013,Outstanding Writing for Nonfiction Programming,Ethel,"Mark Bailey, ",HBO,Moxie Firecracker Productions in association with HBO Documentary Films,FALSE
4281,2013,Outstanding Writing for Nonfiction Programming,Mea Maxima Culpa: Silence In The House Of God,"Alex Gibney, ",HBO,"HBO Documentary Films in association with Jigsaw Productions, Wider Film Projects and Below The Radar Films",TRUE
4282,2013,Outstanding Writing for Nonfiction Programming,The Dust Bowl,"Dayton Duncan, ",PBS,Florentine Films,FALSE
4283,2013,Outstanding Writing for Nonfiction Programming,Anthony Bourdain Parts Unknown,"Anthony Bourdain, ",CNN,"Zero Point Zero Production, Inc.",FALSE
4284,2013,Outstanding Writing for Nonfiction Programming,The Men Who Built America,"Stephen David, ; Patrick Reams, ; David C. White, ; Keith Palmer, ; Randy Counsman, ; Ed Fields, ; , ",HISTORY,Stephen David Entertainment for History,FALSE
4285,2013,Outstanding Creative Achievement In Interactive Media - Original Interactive Program,The Lizzie Bennet Diaries,"Jay Bushman, ; Bernie Su, ; Alexandra Edwards, ",youtube.com/lizziebennet,,TRUE
4286,2013,Outstanding Creative Achievement In Interactive Media - Multiplatform Storytelling,Top Chef: Last Chance Kitchen,"Bravo Production TeamMagical Elves Production TeamBravo Digital/Social TeamBravo Creative Team, ",Bravotv.com,,TRUE
4287,2013,Outstanding Creative Achievement In Interactive Media - Social TV Experience,Oprah's Lifeclass,"OWN Digital and Harpo Studios, ",Oprah.com/Lifeclass,,TRUE
4288,2013,Outstanding Creative Achievement In Interactive Media - User Experience And Visual Design,The Nick App,""">Nickelodeon Digital, ",Nickelodeon,,TRUE
4289,2013,Television Academy Honors,The Newsroom,,HBO,HBO Entertainment,TRUE
4290,2013,Television Academy Honors,Parenthood,,HBO,Universal Television/Imagine Television,TRUE
4291,2012,Hall of Fame,Hall of Fame - 2012,"Mary-Ellis Bunim, as Honoree",,,TRUE
4292,2012,Hall of Fame,Hall of Fame - 2012,"Mary-Ellis Bunim, as Honoree",,,TRUE
4293,2012,Hall of Fame,Hall of Fame - 2012,"Jonathan Murray, as Honoree",,,TRUE
4294,2012,Hall of Fame,Hall of Fame - 2012,"Michael Eisner, as Honoree",,,TRUE
4295,2012,Hall of Fame,Hall of Fame - 2012,"Bill Klages, as Honoree",,,TRUE
4296,2012,Hall of Fame,Hall of Fame - 2012,"Mario Kreutzberger (Don Francisco), as Honoree",,,TRUE
4297,2012,Hall of Fame,Hall of Fame - 2012,"Chuck Lorre, as Honoree",,,TRUE
4298,2012,Hall of Fame,Hall of Fame - 2012,"Vivian Vance, as Honoree",,,TRUE
4299,2012,Hall of Fame,Hall of Fame - 2012,"William Frawley, as Honoree",,,TRUE
4300,2012,Outstanding Lead Actress In A Drama Series,The Good Wife,"Julianna Margulies, as Alicia Florrick",CBS,CBS Television Studios in association with Scott Free Productions and King Size Productions,FALSE
4301,2012,Outstanding Lead Actress In A Drama Series,Downton Abbey,"Michelle Dockery, as Lady Mary Crawley",PBS,A Carnival / Masterpiece Co-Production,FALSE
4302,2012,Outstanding Lead Actress In A Drama Series,Mad Men,"Elisabeth Moss, as Peggy Olson",AMC,Lionsgate Television,FALSE
4303,2012,Outstanding Lead Actress In A Drama Series,Harry's Law,"Kathy Bates, as Harriet Korn",NBC,"Bonanza Productions, Inc. in association with David E. Kelley Productions and Warner Bros. Television",FALSE
4304,2012,Outstanding Lead Actress In A Drama Series,Damages,"Glenn Close, as Patty Hewes",DirecTV,"Sony Pictures Television, FX Productions and KZK Productions",FALSE
4305,2012,Outstanding Lead Actress In A Drama Series,Homeland,"Claire Danes, as Carrie Mathison",Showtime,"Showtime Presents, Fox 21, Teakwood Lane Productions, Cherry Pie Productions, Keshet",TRUE
4306,2012,Outstanding Lead Actor In A Drama Series,Boardwalk Empire,"Steve Buscemi, as Nucky Thompson",HBO,"Leverage, Closest to the Hole Productions, Sikelia Productions and Cold Front Productions in association with HBO Entertainment",FALSE
4307,2012,Outstanding Lead Actor In A Drama Series,Dexter,"Michael C. Hall, as Dexter Morgan",Showtime,"Showtime Presents, John Goldwyn Productions, The Colleton Company, Chip Johannessen Productions",FALSE
4308,2012,Outstanding Lead Actor In A Drama Series,Breaking Bad,"Bryan Cranston, as Walter White",AMC,Sony Pictures Television,FALSE
4309,2012,Outstanding Lead Actor In A Drama Series,Downton Abbey,"Hugh Bonneville, as Earl of Grantham/ Robert",PBS,A Carnival / Masterpiece Co-Production,FALSE
4310,2012,Outstanding Lead Actor In A Drama Series,Mad Men,"Jon Hamm, as Don Draper",AMC,Lionsgate Television,FALSE
4311,2012,Outstanding Lead Actor In A Drama Series,Homeland,"Damian Lewis, as Nicholas Brody",Showtime,"Showtime Presents, Fox 21, Teakwood Lane Productions, Cherry Pie Productions, Keshet",TRUE
4312,2012,Outstanding Supporting Actress In A Drama Series,The Good Wife,"Archie Panjabi, as Kalinda Sharma",CBS,CBS Television Studios in association with Scott Free Productions and King Size Productions,FALSE
4313,2012,Outstanding Supporting Actress In A Drama Series,Breaking Bad,"Anna Gunn, as Skyler White",AMC,Sony Pictures Television,FALSE
4314,2012,Outstanding Supporting Actress In A Drama Series,Downton Abbey,"Joanne Froggatt, as Anna",PBS,A Carnival / Masterpiece Co-Production,FALSE
4315,2012,Outstanding Supporting Actress In A Drama Series,Mad Men,"Christina Hendricks, as Joan Holloway Harris",AMC,Lionsgate Television,FALSE
4316,2012,Outstanding Supporting Actress In A Drama Series,The Good Wife,"Christine Baranski, as Diane Lockhart",CBS,CBS Television Studios in association with Scott Free Productions and King Size Productions,FALSE
4317,2012,Outstanding Supporting Actress In A Drama Series,Downton Abbey,"Dame Maggie Smith, as Dowager Countess of Grantham/ Violet",PBS,A Carnival / Masterpiece Co-Production,TRUE
4318,2012,Outstanding Supporting Actor In A Drama Series,Breaking Bad,"Giancarlo Esposito, as Gustavo 'Gus' Fring",AMC,Sony Pictures Television,FALSE
