ID,Year,Category,Nominee,Staff,Company,Producer,Win
15732,1984,OUTSTANDING ART DIRECTION FOR A LIMITED SERIES or a special,Invitation to Hell,"Hub Braden, ; Bill Harp, ",ABC,,FALSE
15733,1984,OUTSTANDING ART DIRECTION FOR A LIMITED SERIES or a special,Chiefs,"Charles C. Bennett, ; Victor Kempster, ",CBS,,FALSE
15734,1984,OUTSTANDING ART DIRECTION FOR A LIMITED SERIES or a special,A Streetcar Named Desire An ABC Theatre Presentati,"James Hulsey, ; George R. Nelson, ",ABC,,TRUE
15735,1984,OUTSTANDING ART DIRECTION FOR A SERIES,St. Elsewhere,"Patricia S. Bruner, ; Jacqueline Webber, ",NBC,,FALSE
15736,1984,OUTSTANDING ART DIRECTION FOR A SERIES,Fame,"Ira Diamond, ; Leonard Mazzola, ",SYN,,FALSE
15737,1984,OUTSTANDING ART DIRECTION FOR A SERIES,Dynasty,"Brock Broughton, ; Tom Trimble, ",ABC,,FALSE
15738,1984,OUTSTANDING ART DIRECTION FOR A SERIES,The Duck Factory,"James Hulsey, ; Bruce Kay, ",NBC,,TRUE
15739,1984,OUTSTANDING ART DIRECTION FOR A VARIETY OR MUSIC PROGRAM,Live...And In Person,"Debe Hale, ; Rene Lagler, ",NBC,,FALSE
15740,1984,OUTSTANDING ART DIRECTION FOR A VARIETY OR MUSIC PROGRAM,On Stage America,"Rene Lagler, ",SYN,,FALSE
15741,1984,OUTSTANDING ART DIRECTION FOR A VARIETY OR MUSIC PROGRAM,The 6th Annual Kennedy Center Honors:  A Celebrati,"Ray Klausen, ",CBS,,FALSE
15742,1984,OUTSTANDING ART DIRECTION FOR A VARIETY OR MUSIC PROGRAM,"Lynda Carter, Body and Soul","Debe Hale, ; Romain Johnston, ",CBS,,FALSE
15743,1984,OUTSTANDING ART DIRECTION FOR A VARIETY OR MUSIC PROGRAM,The 56th Annual Academy Awards,"Roy Christopher, ",ABC,,TRUE
15744,1984,Outstanding Children's Program,Don't Eat the Pictures: Sesame Street at the Metro,"Tony Geiss, ; Arlene Sherman, ; Lisa Simon, ; Dulcy Singer, ",PBS,,FALSE
15745,1984,Outstanding Children's Program,The Best Christmas Pageant Ever,"Merrill H. Karpf, ; George Schaefer, ",ABC,,FALSE
15746,1984,Outstanding Children's Program,He Makes Me Feel Like Dancin',"Emile Ardolino, ; Judy Kinberg, ; Scott Rudin, ; Edgar J. Scherick, ",NBC,,TRUE
15747,1984,OUTSTANDING CINEMATOGRAPHY FOR A LIMITED SERIES or a special,George Washington,"Harry Stradling, ",CBS,,FALSE
15748,1984,OUTSTANDING CINEMATOGRAPHY FOR A LIMITED SERIES or a special,The Day After An ABC Theatre Presentation,"Gayne Rescher, ",ABC,,FALSE
15749,1984,OUTSTANDING CINEMATOGRAPHY FOR A LIMITED SERIES or a special,A Streetcar Named Desire An ABC Theatre Presentati,"Bill Butler, ",ABC,,TRUE
15750,1984,OUTSTANDING CINEMATOGRAPHY FOR A LIMITED SERIES or a special,Celebrity,"Philip Lathrop, ",NBC,,FALSE
15751,1984,OUTSTANDING CINEMATOGRAPHY FOR A SERIES,Airwolf,"Bob Collins, ; Howard Schwartz, ",CBS,,FALSE
15752,1984,OUTSTANDING CINEMATOGRAPHY FOR A SERIES,Mickey Spillane's Mike Hammer,"James Crabe, ",CBS,,TRUE
15753,1984,OUTSTANDING CINEMATOGRAPHY FOR A SERIES,Fame,"Sherman L. Kunkel, ",SYN,,FALSE
15754,1984,OUTSTANDING CINEMATOGRAPHY FOR A SERIES,Dynasty,"Richard L. Rawlings, ",ABC,,FALSE
15755,1984,OUTSTANDING CLASSICAL PROGRAM IN THE PERFORMING ARTS,A Lincoln Center Special:  New York City Ballet's,"John Goberman, ; Barbara Horgan, ",PBS,,FALSE
15756,1984,OUTSTANDING CLASSICAL PROGRAM IN THE PERFORMING ARTS,Live from Lincoln Center: James Galway and Zubin M,"James Galway, ; John Goberman, ; Zubin Mehta, ",PBS,,FALSE
15757,1984,OUTSTANDING CLASSICAL PROGRAM IN THE PERFORMING ARTS,The Compleat Gilbert & Sullivan,"Judith DePaul, ; George Walker, ",PBS,,FALSE
15758,1984,OUTSTANDING CLASSICAL PROGRAM IN THE PERFORMING ARTS,"Bernstein:  Conductor, Soloist and Teacher Great P","Leonard Bernstein, ; Thomas Buerger, ; Horant H. Hohlfeld, ; Harry J. Kraut, ",PBS,,FALSE
15759,1984,OUTSTANDING CLASSICAL PROGRAM IN THE PERFORMING ARTS,Placido Domingo Celebrates Seville Great Performan,"Thomas Buerger, ; PLACIDO DOMINGO, ; David Griffiths, ; Horant H. Hohlfeld, ",PBS,,TRUE
15760,1984,OUTSTANDING COSTUME DESIGN FOR A LIMITED SERIES or a special,A Streetcar Named Desire An ABC Theatre Presentati,"Travilla, ",ABC,,FALSE
15761,1984,OUTSTANDING COSTUME DESIGN FOR A LIMITED SERIES or a special,Nancy Astor,"Joyce Mortlock, ",PBS,,FALSE
15762,1984,OUTSTANDING COSTUME DESIGN FOR A LIMITED SERIES or a special,The Master of Ballantrae Hallmark Hall of Fame,"Olga Lehmann, ",CBS,,FALSE
15763,1984,OUTSTANDING COSTUME DESIGN FOR A LIMITED SERIES or a special,The Dollmaker An ABC Theatre Presentation,"Julie Weiss, ",ABC,,TRUE
15764,1984,OUTSTANDING COSTUME DESIGN FOR A SERIES,Dynasty,"Nolan Miller, ",ABC,,TRUE
15765,1984,OUTSTANDING COSTUME DESIGN FOR A SERIES,Mama's Family,"Bob Mackie, ; Ret Turner, ",NBC,,TRUE
15766,1984,OUTSTANDING DIRECTING IN A COMEDY SERIES,afterMASH,"Larry Gelbart, ",CBS,,FALSE
15767,1984,OUTSTANDING DIRECTING IN A COMEDY SERIES,Buffalo Bill,"Ellen Chaset Falcon, ",NBC,,FALSE
15768,1984,OUTSTANDING DIRECTING IN A COMEDY SERIES,CHEERS,"James Burrows, ",NBC,,FALSE
15769,1984,OUTSTANDING DIRECTING IN A COMEDY SERIES,Kate & Allie,"Bill Persky, ",CBS,,TRUE
15770,1984,OUTSTANDING DIRECTING IN A DRAMA SERIES,Fame,"Robert Scheerer, ",SYN,,FALSE
15771,1984,OUTSTANDING DIRECTING IN A DRAMA SERIES,Hill Street Blues,"Arthur Allan Seidelman, ",NBC,,FALSE
15772,1984,OUTSTANDING DIRECTING IN A DRAMA SERIES,Hill Street Blues,"Thomas Carter, ",NBC,,FALSE
15773,1984,OUTSTANDING DIRECTING IN A DRAMA SERIES,Hill Street Blues,"Corey Allen, ",NBC,,TRUE
15774,1984,OUTSTANDING DIRECTING IN A LIMITED SERIES OR A SPECIAL,Ernie Kovacs:  Between the Laughter,"Lamont Johnson, ",ABC,,FALSE
15775,1984,OUTSTANDING DIRECTING IN A LIMITED SERIES OR A SPECIAL,The Day After An ABC Theatre Presentation,"Nicholas Meyer, ",ABC,,FALSE
15776,1984,OUTSTANDING DIRECTING IN A LIMITED SERIES OR A SPECIAL,A Streetcar Named Desire An ABC Theatre Presentati,"John Erman, ",ABC,,FALSE
15777,1984,OUTSTANDING DIRECTING IN A LIMITED SERIES OR A SPECIAL,Something About Amelia An ABC Theatre Presentation,"Randa Haines, ",ABC,,FALSE
15778,1984,OUTSTANDING DIRECTING IN A LIMITED SERIES OR A SPECIAL,Concealed Enemies American Playhouse,"Jeff Bleckner, ",PBS,,TRUE
15779,1984,OUTSTANDING DIRECTING in A VARIETY OR MUSIC PROGRAM,"Burnett ""Discovers"" Domingo","Marty Pasetta, ",CBS,,FALSE
15780,1984,OUTSTANDING DIRECTING in A VARIETY OR MUSIC PROGRAM,Here's Television Entertainment,"Dwight Hemion, ",NBC,,TRUE
15781,1984,OUTSTANDING DIRECTING in A VARIETY OR MUSIC PROGRAM,The 1984 Tony Awards,"Clark Jones, ",CBS,,FALSE
15782,1984,OUTSTANDING DIRECTING in A VARIETY OR MUSIC PROGRAM,The 6th Annual Kennedy Center Honors:  A Celebrati,"Don Mischer, ",CBS,,FALSE
15783,1984,OUTSTANDING DRAMA/COMEDY SPECIAL,A Streetcar Named Desire An ABC Theatre Presentati,"Keith Barish, ; Craig Baumgarten, ; Marc Trabulus, ",ABC,,FALSE
15784,1984,OUTSTANDING DRAMA/COMEDY SPECIAL,The Dollmaker An ABC Theatre Presentation,"Bill Finnegan, ; Bruce Gilbert, ",ABC,,FALSE
15785,1984,OUTSTANDING DRAMA/COMEDY SPECIAL,The Day After An ABC Theatre Presentation,"Robert A. Papazian, ",ABC,,FALSE
15786,1984,OUTSTANDING DRAMA/COMEDY SPECIAL,Adam,"Alan Landsburg, Executive Producer; Joan Barnett, ; Linda Otto, ",NBC,,FALSE
15787,1984,OUTSTANDING DRAMA/COMEDY SPECIAL,Something About Amelia An ABC Theatre Presentation,"Leonard Goldberg, ; Michele Rappaport, ",ABC,,TRUE
15788,1984,OUTSTANDING FILM EDITING FOR A LIMITED SERIES OR A SPECIAL,Something About Amelia An ABC Theatre Presentation,,ABC,,FALSE
15789,1984,OUTSTANDING FILM EDITING FOR A LIMITED SERIES OR A SPECIAL,The Dollmaker An ABC Theatre Presentation,,ABC,,FALSE
15790,1984,OUTSTANDING FILM EDITING FOR A LIMITED SERIES OR A SPECIAL,George Washington,"Don Douglas, ; Mel Friedman, ; Les Green, ; David Wages, ",CBS,,FALSE
15791,1984,OUTSTANDING FILM EDITING FOR A LIMITED SERIES OR A SPECIAL,The Day After An ABC Theatre Presentation,"William Paul Dornisch, ; Robert Florio, ",ABC,,FALSE
15792,1984,OUTSTANDING FILM EDITING FOR A LIMITED SERIES OR A SPECIAL,Dark Mirror,"Bob Bring, ",ABC,,FALSE
15793,1984,OUTSTANDING FILM EDITING FOR A LIMITED SERIES OR A SPECIAL,A Streetcar Named Desire An ABC Theatre Presentati,"Jerrold L. Ludwig, ",ABC,,TRUE
15794,1984,OUTSTANDING FILM EDITING FOR A SERIES,Cagney & Lacey,"Geoffrey Rowland, ",CBS,,FALSE
15795,1984,OUTSTANDING FILM EDITING FOR A SERIES,Cagney & Lacey,"Millie Moore, ",CBS,,FALSE
15796,1984,OUTSTANDING FILM EDITING FOR A SERIES,Simon & Simon,"Larry Heath, ",CBS,,FALSE
15797,1984,OUTSTANDING FILM EDITING FOR A SERIES,Hill Street Blues,"Ray Daniels, ",NBC,,FALSE
15798,1984,OUTSTANDING FILM EDITING FOR A SERIES,CHEERS,"Andrew Chulack, ",NBC,,TRUE
15799,1984,OUTSTANDING FILM SOUND EDITING FOR A LIMITED SERIES or a special,V:  The Final Battle,"Alex Bamattre, ; Chick Camera, ; Lee Chaney, ; Larry Kaufman, ; Sid Lubow, ; Ralph Sandler, ; Corinne Sessarego, ; Jay ""Alfred"" Smith, ; Mark Southern, ; Ronald Tinsley, ",NBC,,FALSE
15800,1984,OUTSTANDING FILM SOUND EDITING FOR A LIMITED SERIES or a special,A Streetcar Named Desire An ABC Theatre Presentati,"David Caldwell, ; Terry Chambers, ; Russ Hill, ; Chris Jargo, ; Stephen Livingston, ; Tony Magro, ; Tally Paulos, ; Dick Raderman, ; Dan Thomas, ; James Troutman, ",ABC,,FALSE
15801,1984,OUTSTANDING FILM SOUND EDITING FOR A LIMITED SERIES or a special,"Kenny Rogers as ""The Gambler""-The Adventure Contin","Tom Carlin, ; Brian Courcier, ; Dino DiMuro, ; Bill Jackson, ; John Kline, ; Bill Manger, ; Joseph Mayer, ; Christopher T. Welch, ",CBS,,FALSE
15802,1984,OUTSTANDING FILM SOUND EDITING FOR A LIMITED SERIES or a special,Flight #90:  Disaster on the Potomac,"Sam Black, ; Douglas Gray, ; Mace Matiosian, ; John Mick, ; R. William A. Thiederman, ; David Whittaker, ; William Wistrom, ",NBC,,FALSE
15803,1984,OUTSTANDING FILM SOUND EDITING FOR A LIMITED SERIES or a special,The Day After An ABC Theatre Presentation,"Brian Courcier, ; Greg Dillon, ; David R. Elliott, ; Michael Hilkene, ; Fred Judkins, ; Carl Mahakian, ; Joseph Mayer, ; Joseph Melody, ; Roy Prendergast, ; Catherine Shorr, ; Richard Shorr, ; Jill Taggart, ; Christopher T. Welch, ",ABC,,TRUE
15804,1984,OUTSTANDING FILM SOUND EDITING FOR A SERIES,Simon & Simon,"Bruce Bell, ; Golden Felton, ; Sabato Fiorello, ; Phil Haberman, ; Donlee Jorgensen, ; Dave Kahn, ; Ian Macgregor-Scott, ; Don Tomlinson, ; Kyle Wright, ",CBS,,FALSE
15805,1984,OUTSTANDING FILM SOUND EDITING FOR A SERIES,Ripley's Believe It Or Not!,"David R. Elliott, ; Anthony Mazzei, ; Mike Mitchell, ; Dave Whittaker, ",ABC,,FALSE
15806,1984,OUTSTANDING FILM SOUND EDITING FOR A SERIES,Hill Street Blues,"Samuel M. Horta, ; Denise Horta, ; Ted E. Johnston, ; Constance Kazmer, ; Gary Krivacek, ; Alan Rosen, ; David J. West, ",NBC,,FALSE
15807,1984,OUTSTANDING FILM SOUND EDITING FOR A SERIES,Falcon Crest,"Mace Matiosian, ; Joanie Diener, ; William Wistrom, ",CBS,,FALSE
15808,1984,OUTSTANDING FILM SOUND EDITING FOR A SERIES,Airwolf,"Michael H. Ford, ; Gene Gillette, ; Donlee Jorgensen, ; Nicholas Korda, ; Mark Roberts, ; Sam Shaw, ; Breck Warwick, ; Bob Weatherford, ; Michael Wilhoit, ",CBS,,TRUE
15809,1984,OUTSTANDING FILM SOUND MIXING FOR A LIMITED SERIES or a special,"Kenny Rogers as ""The Gambler""-The Adventure Contin","Gordon L. Day, ; Keith A. Wester, ; Stan Wetzel, ; Howard Wilmarth, ",CBS,,FALSE
15810,1984,OUTSTANDING FILM SOUND MIXING FOR A LIMITED SERIES or a special,Flight #90:  Disaster on the Potomac,"Mel Metcalfe, ; Don Minkler, ; William Randall, ; R. William A. Thiederman, ",NBC,,FALSE
15811,1984,OUTSTANDING FILM SOUND MIXING FOR A LIMITED SERIES or a special,The Dollmaker An ABC Theatre Presentation,"Chris Carpenter, ; Gordon L. Day, ; Scott Smith, ; Stan Wetzel, ",ABC,,FALSE
15812,1984,OUTSTANDING FILM SOUND MIXING FOR A LIMITED SERIES or a special,The Day After An ABC Theatre Presentation,"Gary Bourgeois, ; Kevin Cleary, ; Robert L. Harman, ; Charles T. Knight, ",ABC,,FALSE
15813,1984,OUTSTANDING FILM SOUND MIXING FOR A LIMITED SERIES or a special,A Streetcar Named Desire An ABC Theatre Presentati,"William L. McCaughey, ; Mel Metcalfe, ; Terry Porter, ; Richard Raguse, ",ABC,,TRUE
15814,1984,OUTSTANDING FILM SOUND MIXING FOR A SERIES,Hill Street Blues,"John B. Asman, ; William B. Marky, ; William M. Nicholson, ; Ken S. Polk, ",NBC,,FALSE
15815,1984,OUTSTANDING FILM SOUND MIXING FOR A SERIES,Falcon Crest,"John Anderson, ; Doug Davies, ; Chris Haire, ; Eddie Knowles, ",CBS,,FALSE
15816,1984,OUTSTANDING FILM SOUND MIXING FOR A SERIES,Cagney & Lacey,"John B. Asman, ; Maury Harris, ; William M. Nicholson, ; Ken S. Polk, ",CBS,,FALSE
15817,1984,OUTSTANDING FILM SOUND MIXING FOR A SERIES,The A-Team,"James R. Cook, ; Robert L. Harman, ; Fast Eddie Mahler, ; John Norman, ",NBC,,FALSE
15818,1984,OUTSTANDING FILM SOUND MIXING FOR A SERIES,Hill Street Blues,"John B. Asman, ; William M. Nicholson, ; Ken S. Polk, ; David Schneiderman, ",NBC,,TRUE
15819,1984,OUTSTANDING COSTUME DESIGN FOR A SERIES,Dempsey,"Ellis Cohen, ; Mina Mittelman, ",CBS,,FALSE
15820,1984,OUTSTANDING COSTUME DESIGN FOR A SERIES,Agatha Christie's Sparkling Cyanide,"Tom Dawson, ; Donna Roberts, ",CBS,,FALSE
15821,1984,OUTSTANDING COSTUME DESIGN FOR A SERIES,NIGHT COURT,"Barbara Murphy, ",NBC,,FALSE
15822,1984,OUTSTANDING COSTUME DESIGN FOR A SERIES,The Mystic Warrior,"Lucille Cusolito, ; Ed Sunley, ",ABC,,FALSE
15823,1984,OUTSTANDING COSTUME DESIGN FOR A SERIES,The Dukes of Hazzard,"Bob Christenson, ; Bonnie Hope Slepak, ",CBS,,FALSE
15824,1984,OUTSTANDING INDIVIDUAL ACHIEVEMENT - ANIMATED PROGRAMMING,The Smurfic Games,"Gerard Baldwin, ",NBC,,FALSE
15825,1984,OUTSTANDING INDIVIDUAL ACHIEVEMENT - ANIMATED PROGRAMMING,The Smurfic Games,"Peyo Anasti, ; Patsy Cameron, ; Yvan Delporte, ",NBC,,FALSE
15826,1984,OUTSTANDING INDIVIDUAL ACHIEVEMENT - ANIMATED PROGRAMMING,The Soldier's Tale,"R.O. Blechman, ",PBS,,TRUE
15827,1984,OUTSTANDING INDIVIDUAL ACHIEVEMENT - CLASSICAL MUSIC/DANCE programming,Live from the Met Centennial Gala,"Kirk Browning, ",PBS,,FALSE
15828,1984,OUTSTANDING INDIVIDUAL ACHIEVEMENT - CLASSICAL MUSIC/DANCE programming,A Lincoln Center Special:  New York City Ballet's,"Emile Ardolino, ",PBS,,FALSE
15829,1984,OUTSTANDING INDIVIDUAL ACHIEVEMENT - CLASSICAL MUSIC/DANCE programming,In Performance at the White House:  An Evening of,"Leontyne Price, ",PBS,,TRUE
15830,1984,OUTSTANDING INDIVIDUAL ACHIEVEMENT - CLASSICAL MUSIC/DANCE programming,Live from the Met Centennial Gala,"James Levine, ",PBS,,TRUE
15831,1984,OUTSTANDING INDIVIDUAL ACHIEVEMENT - CLASSICAL MUSIC/DANCE programming,Dance in America:  A Song for Dead Warriors-San Fr,"Merrill Brockway, ",PBS,,TRUE
15832,1984,OUTSTANDING INDIVIDUAL ACHIEVEMENT - graphic design and title sequences,The 56th Annual Academy Awards,"Bruce Bryant, ; James Castle, ",ABC,,FALSE
15833,1984,OUTSTANDING INDIVIDUAL ACHIEVEMENT - graphic design and title sequences,The Duck Factory,"Ted Woolery, ; Gerry Woolery, ",NBC,,TRUE
15834,1984,OUTSTANDING INDIVIDUAL ACHIEVEMENT - informational programming,He Makes Me Feel Like Dancin',,NBC,,TRUE
15835,1984,OUTSTANDING INDIVIDUAL ACHIEVEMENT - informational programming,"Marshall, Texas, Marshall, Texas","David Grubin, ",PBS,,FALSE
15836,1984,OUTSTANDING INDIVIDUAL ACHIEVEMENT - informational programming,"Marshall, Texas, Marshall, Texas","Bill Moyers, ",PBS,,TRUE
15837,1984,OUTSTANDING INDIVIDUAL ACHIEVEMENT - informational programming,He Makes Me Feel Like Dancin',"Emile Ardolino, ",NBC,,TRUE
15838,1984,OUTSTANDING INDIVIDUAL ACHIEVEMENT - special sound achievement,THE TONIGHT SHOW STARRING JOHNNY CARSON,"Ron Estes, ; John Strain, ",NBC,,FALSE
15839,1984,OUTSTANDING INDIVIDUAL ACHIEVEMENT - special visual effects,V:  The Final Battle,"Richard L. Bennett, ; Phillip Feiner, ; Michael Glickman, ; Jack Hulen, ; Chuck McKimson, ; Steven Rundell, ; Ken Smith, ; Charles Strongo, ; Charles Ulm, ; Douglas Ulm, ; Marvin Zenzeper, ",NBC,,FALSE
15840,1984,OUTSTANDING INDIVIDUAL ACHIEVEMENT - special visual effects,The Day After An ABC Theatre Presentation,"Robert Blalack, ; Chris Dierdorff, ; Dan Nosenchuck, ; Dan Pinkham, ; Chris Regan, ; Nancy Rushlow, ; Larry Stevens, ",ABC,,TRUE
15841,1984,OUTSTANDING INDIVIDUAL ACHIEVEMENT - special visual effects,The 26th Annual Grammy Awards,"William M. Klages, ",CBS,,TRUE
15842,1984,Outstanding Individual Performance In A Variety Or Music Program,Live...And In Person,"Lily Tomlin, ",NBC,,FALSE
15843,1984,Outstanding Individual Performance In A Variety Or Music Program,Saturday Night Live,"Eddie Murphy, ",NBC,SNL Studios in association with Universal Television and Broadway Video,FALSE
15844,1984,Outstanding Individual Performance In A Variety Or Music Program,Saturday Night Live,"Joe Piscopo, ",NBC,SNL Studios in association with Universal Television and Broadway Video,FALSE
15845,1984,Outstanding Individual Performance In A Variety Or Music Program,George Burns Celebrates 80 Years in Show Business,"George Burns, ",NBC,,FALSE
15846,1984,Outstanding Individual Performance In A Variety Or Music Program,Live...And In Person,"Debbie Allen, ",NBC,,FALSE
15847,1984,Outstanding Individual Performance In A Variety Or Music Program,Screen Actors Guild 50th Anniversary Celebration,"Cloris Leachman, ",CBS,,TRUE
15848,1984,OUTSTANDING INFORMATIONAL SERIES,Cousteau/Amazon,"Jacques-Yves Cousteau, ; Jean-Michel Cousteau, ; Mose Richards, ; John Soh, ",SYN,,FALSE
15849,1984,OUTSTANDING INFORMATIONAL SERIES,Entertainment Tonight/ Entertainment This Week,"Bruce Cook, ; Stuart Crowner, ; Vin di Bona, ; George Merlis, ; Jack Reilly, ",SYN,,FALSE
15850,1984,OUTSTANDING INFORMATIONAL SERIES,Siskel & Ebert At The Movies,"Joseph Antelo, ; Nancy De Los Santos, ; Roger Ebert, ; Gene Siskel, ",SYN,,FALSE
15851,1984,OUTSTANDING INFORMATIONAL SERIES,The Barbara Walters Special,"Beth Polson, ; Barbara Walters, ",ABC,,FALSE
15852,1984,OUTSTANDING INFORMATIONAL SERIES,A Walk Through the 20th Century With Bill Moyers,"Ronald Blumer, ; Sanford H. Fisher, ; Charles Grinker, ; David Grubin, ; Merton Y. Koplin, ; Betsy McCarthy, ; Bill Moyers, ",PBS,,TRUE
15853,1984,OUTSTANDING INFORMATIONAL SPECIAL,The Lions of Etosha:  King of the Beasts,"Lord Aubrey Buxton, ; Colin Willock, ",CBS,,FALSE
15854,1984,OUTSTANDING INFORMATIONAL SPECIAL,Lifestyles of the Rich and Famous,"Jim Cross, ; Robin Leach, ",SYN,,FALSE
15855,1984,OUTSTANDING INFORMATIONAL SPECIAL,The Body Human:  The Journey Within,"John D. Backe, ; Robert Eisenhardt, ; Robert E. Fuisz, ; Alfred R. Kelman, ; Thomas W. Moore, ; Nancy Smith, ",CBS,,FALSE
15856,1984,OUTSTANDING INFORMATIONAL SPECIAL,America Remembers John F. Kennedy,"Thomas F. Horton, ",SYN,,TRUE
15857,1984,OUTSTANDING INFORMATIONAL SPECIAL,Dance in America:  Balanchine Great Performances,"Judy Kinberg, ; Jac Venza, ",PBS,,FALSE
15858,1984,OUTSTANDING LEAD ACTOR IN A LIMITED SERIES OR A SPECIAL,Bill:  On His Own,"Mickey Rooney, as ",CBS,,FALSE
15859,1984,OUTSTANDING LEAD ACTOR IN A LIMITED SERIES OR A SPECIAL,Adam,"Daniel J. Travanti, as ",NBC,,FALSE
15860,1984,OUTSTANDING LEAD ACTOR IN A LIMITED SERIES OR A SPECIAL,Sadat,"Louis Gossett Jr., as ",OPT,,FALSE
15861,1984,OUTSTANDING LEAD ACTOR IN A LIMITED SERIES OR A SPECIAL,Laurence Olivier's King Lear,"Laurence Olivier, as ",SYN,,TRUE
15862,1984,OUTSTANDING LEAD ACTOR IN A LIMITED SERIES OR A SPECIAL,Something About Amelia An ABC Theatre Presentation,"Ted Danson, as ",ABC,,FALSE
15863,1984,OUTSTANDING LEAD ACTRESS IN A LIMITED SERIES OR A SPECIAL,Adam,"Jobeth Williams, as ",NBC,,FALSE
15864,1984,OUTSTANDING LEAD ACTRESS IN A LIMITED SERIES OR A SPECIAL,Something About Amelia An ABC Theatre Presentation,"Glenn Close, as ",ABC,,FALSE
15865,1984,OUTSTANDING LEAD ACTRESS IN A LIMITED SERIES OR A SPECIAL,A Streetcar Named Desire An ABC Theatre Presentati,"Ann-Margret, as ",ABC,,FALSE
15866,1984,OUTSTANDING LEAD ACTRESS IN A LIMITED SERIES OR A SPECIAL,Calamity Jane,"Jane Alexander, as ",CBS,,FALSE
15867,1984,OUTSTANDING LEAD ACTRESS IN A LIMITED SERIES OR A SPECIAL,The Dollmaker An ABC Theatre Presentation,"Jane Fonda, as ",ABC,,TRUE
15868,1984,OUTSTANDING LIGHTING DIRECTION (ELECTRONIC) FOR A limited series or a special,"Lynda Carter, Body and Soul","Fred ""Red"" McKinnon, ; Olin Younger, ",CBS,,FALSE
15869,1984,OUTSTANDING LIGHTING DIRECTION (ELECTRONIC) FOR A limited series or a special,Perry Como's Christmas in New York,"Gregory Brunton, ",ABC,,FALSE
15870,1984,OUTSTANDING LIGHTING DIRECTION (ELECTRONIC) FOR A limited series or a special,Frank Sinatra:  Concert for the Americas,"Fred ""Red"" McKinnon, ; Carl J. Vitelli, ",SYN,,FALSE
15871,1984,OUTSTANDING LIGHTING DIRECTION (ELECTRONIC) FOR A limited series or a special,The 6th Annual Kennedy Center Honors:  A Celebrati,"William M. Klages, ",CBS,,TRUE
15872,1984,OUTSTANDING LIGHTING DIRECTION (ELECTRONIC) FOR A limited series or a special,Purlie,"Alan Adelman, ; Randy Nordstrom, ",PBS,,FALSE
15873,1984,OUTSTANDING LIGHTING DIRECTION (ELECTRONIC) FOR A SERIES,FAMILY TIES,"Mikel Neiers, ",NBC,,FALSE
15874,1984,OUTSTANDING LIGHTING DIRECTION (ELECTRONIC) FOR A SERIES,Oh Madeline,"Alan K. Walker, ",ABC,,FALSE
15875,1984,OUTSTANDING LIGHTING DIRECTION (ELECTRONIC) FOR A SERIES,Solid Gold,"Bob Dickinson, ; C. Frank Olivas, ",SYN,,TRUE
15876,1984,OUTSTANDING LIGHTING DIRECTION (ELECTRONIC) FOR A SERIES,NIGHT COURT,"John Appelroth, ",NBC,,FALSE
15877,1984,OUTSTANDING DRAMA/COMEDY SPECIAL,Concealed Enemies American Playhouse,"Peter Cook, ; David Elstein, ; Lindsay Law, ",PBS,,TRUE
15878,1984,OUTSTANDING DRAMA/COMEDY SPECIAL,George Washington,"Richard Fielder, ; David Gerber, ; Buzz Kulik, ",CBS,,FALSE
15879,1984,OUTSTANDING DRAMA/COMEDY SPECIAL,Chiefs,"Jerry London, ; Martin Manulis, ; John E. Quill, ",CBS,,FALSE
15880,1984,OUTSTANDING DRAMA/COMEDY SPECIAL,Nancy Astor Masterpiece Theatre,"Philip Hinchcliffe, ",PBS,,FALSE
15881,1984,OUTSTANDING DRAMA/COMEDY SPECIAL,Reilly:  Ace of Spies Mystery!,"C.J. Burt, ; Verity Lambert, ",PBS,,FALSE
15882,1984,OUTSTANDING LIVE AND TAPE SOUND MIXING AND SOUND EFFECTS for a limited series or a special,114th Edition of the Ringling Bros. & Barnum and B,"Barbara Issak, ; Eric Lee Levinson, ; Donald Worsham, ",CBS,,FALSE
15883,1984,OUTSTANDING LIVE AND TAPE SOUND MIXING AND SOUND EFFECTS for a limited series or a special,Ray Charles: A Man & His Soul,"Jerry Clemans, ; Craig Porter, ; Donald Worsham, ",SYN,,FALSE
15884,1984,OUTSTANDING LIVE AND TAPE SOUND MIXING AND SOUND EFFECTS for a limited series or a special,The Magic of David Copperfield VI,"Jerry Clemans, ; David E. Fluhr, ; Richard J. Masci, ; Joe Ralston, ",CBS,,FALSE
15885,1984,OUTSTANDING LIVE AND TAPE SOUND MIXING AND SOUND EFFECTS for a limited series or a special,Mister Roberts NBC Live Theater,"John Kantrowe, ; Joe Ralston, ",NBC,,FALSE
15886,1984,OUTSTANDING LIVE AND TAPE SOUND MIXING AND SOUND EFFECTS for a limited series or a special,Anne Murray's Winter Carnival...From Quebec,"Edward J. Greene, ; Carroll Pratt, ",CBS,,TRUE
15887,1984,OUTSTANDING LIVE AND TAPE SOUND MIXING AND SOUND EFFECTS for a series,CHEERS,"Sam Black, ; Douglas Gray, ; Thomas Huth, ; Gordon Klimuck, ",NBC,,FALSE
15888,1984,OUTSTANDING LIVE AND TAPE SOUND MIXING AND SOUND EFFECTS for a series,Benson,"Ross Davis, ; Rich Jacob, ; Allen Patapoff, ",ABC,,FALSE
